,AC,priority,label-val,cluster,max_ident_other,closest_other
230,seq_231,False,0,0.0,0.493,seq_849
231,seq_232,False,0,1.0,0.49200000000000005,seq_1455
232,seq_233,False,0,2.0,0.524,seq_7
233,seq_234,False,0,3.0,0.499,seq_271
234,seq_235,False,0,4.0,0.527,seq_2062
235,seq_236,False,0,0.0,0.485,seq_1518
236,seq_237,False,0,1.0,0.49700000000000005,seq_974
237,seq_238,False,0,2.0,0.529,seq_851
238,seq_239,False,0,3.0,0.501,seq_1741
239,seq_240,False,0,4.0,0.5539999999999999,seq_139
240,seq_241,False,0,0.0,0.467,seq_2314
241,seq_242,False,0,1.0,0.48200000000000004,seq_897
242,seq_243,False,0,2.0,0.5,seq_1038
243,seq_244,False,0,3.0,0.49,seq_2645
244,seq_245,False,0,4.0,0.514,seq_606
245,seq_246,False,0,0.0,0.49,seq_40
246,seq_247,False,0,1.0,0.5,seq_783
247,seq_248,False,0,2.0,0.49,seq_1579
248,seq_249,False,0,3.0,0.5429999999999999,seq_1794
249,seq_250,False,0,4.0,0.48100000000000004,seq_8
250,seq_251,False,0,0.0,0.49700000000000005,seq_819
251,seq_252,False,0,1.0,0.5379999999999999,seq_2528
252,seq_253,False,0,2.0,0.489,seq_1519
253,seq_254,False,0,3.0,0.588,seq_1970
254,seq_255,False,0,4.0,0.493,seq_506
255,seq_256,False,0,0.0,0.504,seq_2047
256,seq_257,False,0,1.0,0.51,seq_1539
257,seq_258,False,0,2.0,0.48700000000000004,seq_2562
258,seq_259,False,0,3.0,0.503,seq_934
259,seq_260,False,0,4.0,0.486,seq_2093
260,seq_261,False,0,0.0,0.493,seq_2908
261,seq_262,False,0,1.0,0.507,seq_469
262,seq_263,False,0,2.0,0.52,seq_2446
263,seq_264,False,0,3.0,0.486,seq_1477
264,seq_265,False,0,4.0,0.545,seq_852
265,seq_266,False,0,0.0,0.494,seq_272
266,seq_267,False,0,1.0,0.513,seq_469
267,seq_268,False,0,2.0,0.531,seq_1573
268,seq_269,False,0,3.0,0.52,seq_2417
269,seq_270,False,0,4.0,0.511,seq_754
270,seq_271,False,0,0.0,0.499,seq_234
271,seq_272,False,0,1.0,0.511,seq_298
272,seq_273,False,0,2.0,0.507,seq_67
273,seq_274,False,0,3.0,0.5,seq_153
274,seq_275,False,0,4.0,0.53,seq_1890
275,seq_276,False,0,0.0,0.489,seq_2655
276,seq_277,False,0,1.0,0.504,seq_2683
277,seq_278,False,0,2.0,0.486,seq_1959
278,seq_279,False,0,3.0,0.508,seq_1586
279,seq_280,False,0,4.0,0.496,seq_328
280,seq_281,False,0,0.0,0.494,seq_911
281,seq_282,False,0,1.0,0.522,seq_2523
282,seq_283,False,0,2.0,0.51,seq_465
283,seq_284,False,0,3.0,0.6920000000000001,seq_2590
284,seq_285,False,0,4.0,0.753,seq_1140
285,seq_286,False,0,0.0,0.504,seq_1379
286,seq_287,False,0,1.0,0.521,seq_803
287,seq_288,False,0,2.0,0.535,seq_941
288,seq_289,False,0,3.0,0.503,seq_1597
289,seq_290,False,0,4.0,0.521,seq_2266
290,seq_291,False,0,0.0,0.489,seq_2739
291,seq_292,False,0,1.0,0.486,seq_701
292,seq_293,False,0,2.0,0.511,seq_2302
293,seq_294,False,0,3.0,0.529,seq_723
294,seq_295,False,0,4.0,0.485,seq_23
295,seq_296,False,0,0.0,0.5,seq_282
296,seq_297,False,0,1.0,0.49700000000000005,seq_370
297,seq_298,False,0,2.0,0.511,seq_272
298,seq_299,False,0,3.0,0.726,seq_748
299,seq_300,False,0,4.0,0.514,seq_1231
300,seq_301,False,0,0.0,0.491,seq_1848
301,seq_302,False,0,1.0,0.507,seq_985
302,seq_303,False,0,2.0,0.499,seq_1189
303,seq_304,False,0,3.0,0.51,seq_884
304,seq_305,False,0,4.0,0.545,seq_2062
305,seq_306,False,0,0.0,0.49,seq_1064
306,seq_307,False,0,1.0,0.491,seq_266
307,seq_308,False,0,2.0,0.485,seq_1228
308,seq_309,False,0,3.0,0.512,seq_2742
309,seq_310,False,0,4.0,0.504,seq_2316
310,seq_311,False,0,0.0,0.518,seq_836
311,seq_312,False,0,1.0,0.49,seq_484
312,seq_313,False,0,2.0,0.519,seq_2106
313,seq_314,False,0,3.0,0.511,seq_1870
314,seq_315,False,0,4.0,0.494,seq_937
315,seq_316,False,0,0.0,0.47200000000000003,seq_1398
316,seq_317,False,0,1.0,0.49,seq_1468
317,seq_318,False,0,2.0,0.519,seq_2081
318,seq_319,False,0,3.0,0.49200000000000005,seq_230
319,seq_320,False,0,4.0,0.49200000000000005,seq_553
320,seq_321,False,0,0.0,0.494,seq_2197
321,seq_322,False,0,1.0,0.485,seq_691
322,seq_323,False,0,2.0,0.52,seq_542
323,seq_324,False,0,3.0,0.495,seq_2906
324,seq_325,False,0,4.0,0.49700000000000005,seq_478
325,seq_326,False,0,0.0,0.514,seq_2022
326,seq_327,False,0,1.0,0.506,seq_1757
327,seq_328,False,0,2.0,0.499,seq_1843
328,seq_329,False,0,3.0,0.479,seq_1646
329,seq_330,False,0,4.0,0.499,seq_1666
330,seq_331,False,0,0.0,0.523,seq_1637
331,seq_332,False,0,1.0,0.49200000000000005,seq_431
332,seq_333,False,0,2.0,0.47200000000000003,seq_2265
333,seq_334,False,0,3.0,0.485,seq_243
334,seq_335,False,0,4.0,0.49200000000000005,seq_1192
335,seq_336,False,0,0.0,0.491,seq_1406
336,seq_337,False,0,1.0,0.49200000000000005,seq_611
337,seq_338,False,0,2.0,0.49700000000000005,seq_375
338,seq_339,False,0,3.0,0.503,seq_2783
339,seq_340,False,0,4.0,0.517,seq_82
340,seq_341,False,0,0.0,0.486,seq_1404
341,seq_342,False,0,1.0,0.479,seq_2483
342,seq_343,False,0,2.0,0.491,seq_445
343,seq_344,False,0,3.0,0.486,seq_2302
344,seq_345,False,0,4.0,0.479,seq_2572
345,seq_346,False,0,0.0,0.5,seq_254
346,seq_347,False,0,1.0,0.514,seq_2655
347,seq_348,False,0,2.0,0.5,seq_311
348,seq_349,False,0,3.0,0.6759999999999999,seq_1464
349,seq_350,False,0,4.0,0.536,seq_1640
350,seq_351,False,0,0.0,0.495,seq_834
351,seq_352,False,0,1.0,0.48100000000000004,seq_1994
352,seq_353,False,0,2.0,0.46,seq_1353
353,seq_354,False,0,3.0,0.49,seq_874
354,seq_355,False,0,4.0,0.551,seq_2622
355,seq_356,False,0,0.0,0.47200000000000003,seq_103
356,seq_357,False,0,1.0,0.524,seq_840
357,seq_358,False,0,2.0,0.508,seq_1158
358,seq_359,False,0,3.0,0.48,seq_1147
359,seq_360,False,0,4.0,0.514,seq_2442
360,seq_361,False,0,0.0,0.48700000000000004,seq_1959
361,seq_362,False,0,1.0,0.542,seq_2846
362,seq_363,False,0,2.0,0.508,seq_1163
363,seq_364,False,0,3.0,0.484,seq_2007
364,seq_365,False,0,4.0,0.527,seq_571
365,seq_366,False,0,0.0,0.478,seq_1974
366,seq_367,False,0,1.0,0.49,seq_1103
367,seq_368,False,0,2.0,0.517,seq_2714
368,seq_369,False,0,3.0,0.5,seq_2571
369,seq_370,False,0,4.0,0.49700000000000005,seq_297
370,seq_371,False,0,0.0,0.47200000000000003,seq_1128
371,seq_372,False,0,1.0,0.516,seq_1587
372,seq_373,False,0,2.0,0.486,seq_1790
373,seq_374,False,0,3.0,0.495,seq_2112
374,seq_375,False,0,4.0,0.49700000000000005,seq_338
375,seq_376,False,0,0.0,0.507,seq_22
376,seq_377,False,0,1.0,0.7040000000000001,seq_797
377,seq_378,False,0,2.0,0.531,seq_2156
378,seq_379,False,0,3.0,0.518,seq_1586
379,seq_380,False,0,4.0,0.48100000000000004,seq_2212
380,seq_381,False,0,0.0,0.51,seq_1909
381,seq_382,False,0,1.0,0.485,seq_685
382,seq_383,False,0,2.0,0.48100000000000004,seq_1235
383,seq_384,False,0,3.0,0.47600000000000003,seq_727
384,seq_385,False,0,4.0,0.561,seq_648
385,seq_386,False,0,0.0,0.5660000000000001,seq_1504
386,seq_387,False,0,1.0,0.737,seq_2348
387,seq_388,False,0,2.0,0.478,seq_2920
388,seq_389,False,0,3.0,0.485,seq_1916
389,seq_390,False,0,4.0,0.488,seq_1700
390,seq_391,False,0,0.0,0.522,seq_543
391,seq_392,False,0,1.0,0.47200000000000003,seq_1509
392,seq_393,False,0,2.0,0.503,seq_466
393,seq_394,False,0,3.0,0.504,seq_272
394,seq_395,False,0,4.0,0.485,seq_2028
395,seq_396,False,0,0.0,0.511,seq_2522
396,seq_397,False,0,1.0,0.496,seq_161
397,seq_398,False,0,2.0,0.49700000000000005,seq_1383
398,seq_399,False,0,3.0,0.48100000000000004,seq_2482
399,seq_400,False,0,4.0,0.489,seq_343
400,seq_401,False,0,0.0,0.48200000000000004,seq_1836
401,seq_402,False,0,1.0,0.496,seq_2233
402,seq_403,False,0,2.0,0.473,seq_92
403,seq_404,False,0,3.0,0.49700000000000005,seq_122
404,seq_405,False,0,4.0,0.506,seq_1670
405,seq_406,False,0,0.0,0.518,seq_442
406,seq_407,False,0,1.0,0.55,seq_1152
407,seq_408,False,0,2.0,0.47700000000000004,seq_2595
408,seq_409,False,0,3.0,0.489,seq_1646
409,seq_410,False,0,4.0,0.485,seq_646
410,seq_411,False,0,0.0,0.489,seq_1652
411,seq_412,False,0,1.0,0.508,seq_772
412,seq_413,False,0,2.0,0.485,seq_481
413,seq_414,False,0,3.0,0.479,seq_2202
414,seq_415,False,0,4.0,0.485,seq_2324
415,seq_416,False,0,0.0,0.514,seq_644
416,seq_417,False,0,1.0,0.521,seq_1679
417,seq_418,False,0,2.0,0.528,seq_918
418,seq_419,False,0,3.0,0.478,seq_1269
419,seq_420,False,0,4.0,0.486,seq_2022
420,seq_421,False,0,0.0,0.54,seq_2130
421,seq_422,False,0,1.0,0.518,seq_783
422,seq_423,False,0,2.0,0.493,seq_889
423,seq_424,False,0,3.0,0.485,seq_2140
424,seq_425,False,0,4.0,0.503,seq_2833
425,seq_426,False,0,0.0,0.518,seq_723
426,seq_427,False,0,1.0,0.528,seq_1294
427,seq_428,False,0,2.0,0.486,seq_911
428,seq_429,False,0,3.0,0.489,seq_1320
429,seq_430,False,0,4.0,0.47600000000000003,seq_397
430,seq_431,False,0,0.0,0.485,seq_332
431,seq_432,False,0,1.0,0.48100000000000004,seq_1702
432,seq_433,False,0,2.0,0.48,seq_2516
433,seq_434,False,0,3.0,0.493,seq_697
434,seq_435,False,0,4.0,0.67,seq_523
435,seq_436,False,0,0.0,0.51,seq_2669
436,seq_437,False,0,1.0,0.5329999999999999,seq_80
437,seq_438,False,0,2.0,0.49700000000000005,seq_1215
438,seq_439,False,0,3.0,0.473,seq_2506
439,seq_440,False,0,4.0,0.522,seq_2649
440,seq_441,False,0,0.0,0.49,seq_1517
441,seq_442,False,0,1.0,0.547,seq_2250
442,seq_443,False,0,2.0,0.489,seq_92
443,seq_444,False,0,3.0,0.496,seq_761
444,seq_445,False,0,4.0,0.49200000000000005,seq_87
445,seq_446,False,0,0.0,0.573,seq_578
446,seq_447,False,0,1.0,0.49200000000000005,seq_2265
447,seq_448,False,0,2.0,0.48200000000000004,seq_805
448,seq_449,False,0,3.0,0.524,seq_2188
449,seq_450,False,0,4.0,0.496,seq_48
450,seq_451,False,0,0.0,0.47600000000000003,seq_1897
451,seq_452,False,0,1.0,0.541,seq_2536
452,seq_453,False,0,2.0,0.539,seq_2209
453,seq_454,False,0,3.0,0.46799999999999997,seq_2267
454,seq_455,False,0,4.0,0.48100000000000004,seq_2412
455,seq_456,False,0,0.0,0.494,seq_937
456,seq_457,False,0,1.0,0.519,seq_2160
457,seq_458,False,0,2.0,0.49200000000000005,seq_1238
458,seq_459,False,0,3.0,0.48200000000000004,seq_192
459,seq_460,False,0,4.0,0.488,seq_716
460,seq_461,False,0,0.0,0.508,seq_2820
461,seq_462,False,0,1.0,0.5329999999999999,seq_2513
462,seq_463,False,0,2.0,0.68,seq_2761
463,seq_464,False,0,3.0,0.484,seq_1360
464,seq_465,False,0,4.0,0.51,seq_283
465,seq_466,False,0,0.0,0.517,seq_697
466,seq_467,False,0,1.0,0.511,seq_2240
467,seq_468,False,0,2.0,0.475,seq_134
468,seq_469,False,0,3.0,0.529,seq_2501
469,seq_470,False,0,4.0,0.495,seq_104
470,seq_471,False,0,0.0,0.47700000000000004,seq_2444
471,seq_472,False,0,1.0,0.501,seq_968
472,seq_473,False,0,2.0,0.493,seq_1433
473,seq_474,False,0,3.0,0.515,seq_1365
474,seq_475,False,0,4.0,0.47600000000000003,seq_557
475,seq_476,False,0,0.0,0.49700000000000005,seq_939
476,seq_477,False,0,1.0,0.51,seq_608
477,seq_478,False,0,2.0,0.511,seq_2205
478,seq_479,False,0,3.0,0.49200000000000005,seq_1811
479,seq_480,False,0,4.0,0.503,seq_1062
480,seq_481,False,0,0.0,0.493,seq_1774
481,seq_482,False,0,1.0,0.527,seq_1474
482,seq_483,False,0,2.0,0.493,seq_2372
483,seq_484,False,0,3.0,0.488,seq_312
484,seq_485,False,0,4.0,0.511,seq_1316
485,seq_486,False,0,0.0,0.512,seq_1609
486,seq_487,False,0,1.0,0.551,seq_1504
487,seq_488,False,0,2.0,0.475,seq_2212
488,seq_489,False,0,3.0,0.499,seq_718
489,seq_490,False,0,4.0,0.541,seq_1138
490,seq_491,False,0,0.0,0.49700000000000005,seq_9
491,seq_492,False,0,1.0,0.48,seq_659
492,seq_493,False,0,2.0,0.49,seq_1661
493,seq_494,False,0,3.0,0.499,seq_1665
494,seq_495,False,0,4.0,0.52,seq_893
495,seq_496,False,0,0.0,0.48,seq_1537
496,seq_497,False,0,1.0,0.48,seq_1190
497,seq_498,False,0,2.0,0.485,seq_2212
498,seq_499,False,0,3.0,0.49,seq_1350
499,seq_500,False,0,4.0,0.585,seq_1390
500,seq_501,False,0,0.0,0.488,seq_847
501,seq_502,False,0,1.0,0.48,seq_2064
502,seq_503,False,0,2.0,0.511,seq_1160
503,seq_504,False,0,3.0,0.49,seq_2278
504,seq_505,False,0,4.0,0.5,seq_991
505,seq_506,False,0,0.0,0.562,seq_758
506,seq_507,False,0,1.0,0.5379999999999999,seq_884
507,seq_508,False,0,2.0,0.612,seq_2407
508,seq_509,False,0,3.0,0.48100000000000004,seq_2650
509,seq_510,False,0,4.0,0.47,seq_1465
510,seq_511,False,0,0.0,0.48100000000000004,seq_1854
511,seq_512,False,0,1.0,0.473,seq_2408
512,seq_513,False,0,2.0,0.495,seq_2247
513,seq_514,False,0,3.0,0.511,seq_1160
514,seq_515,False,0,4.0,0.499,seq_252
515,seq_516,False,0,0.0,0.469,seq_1654
516,seq_517,False,0,1.0,0.49700000000000005,seq_603
517,seq_518,False,0,2.0,0.524,seq_2247
518,seq_519,False,0,3.0,0.49,seq_265
519,seq_520,False,0,4.0,0.49,seq_2351
520,seq_521,False,0,0.0,0.486,seq_2525
521,seq_522,False,0,1.0,0.48100000000000004,seq_193
522,seq_523,False,0,2.0,0.7290000000000001,seq_2249
523,seq_524,False,0,3.0,0.479,seq_1885
524,seq_525,False,0,4.0,0.48,seq_79
525,seq_526,False,0,0.0,0.483,seq_1851
526,seq_527,False,0,1.0,0.48700000000000004,seq_2095
527,seq_528,False,0,2.0,0.493,seq_2502
528,seq_529,False,0,3.0,0.55,seq_2493
529,seq_530,False,0,4.0,0.531,seq_1577
530,seq_531,False,0,0.0,0.508,seq_2358
531,seq_532,False,0,1.0,0.47700000000000004,seq_2416
532,seq_533,False,0,2.0,0.517,seq_1998
533,seq_534,False,0,3.0,0.742,seq_2861
534,seq_535,False,0,4.0,0.48100000000000004,seq_1616
535,seq_536,False,0,0.0,0.499,seq_2775
536,seq_537,False,0,1.0,0.48,seq_256
537,seq_538,False,0,2.0,0.512,seq_869
538,seq_539,False,0,3.0,0.489,seq_2760
539,seq_540,False,0,4.0,0.514,seq_2738
540,seq_541,False,0,0.0,0.474,seq_1823
541,seq_542,False,0,1.0,0.5589999999999999,seq_2493
542,seq_543,False,0,2.0,0.522,seq_391
543,seq_544,False,0,3.0,0.484,seq_919
