,AC,priority,label-val,between_connectivity,cluster,max_ident_other,closest_other
35,P02835,False,0,0,2.0,0.273,Q9Y238
36,P91623,False,0,0,3.0,0.32899999999999996,P12036
37,Q9FV81,False,0,0,2.0,0.32,Q9LVH4
38,Q9UT77,False,0,0,0.0,0.287,P24807
39,P49027,False,0,0,3.0,0.295,O13754
40,O42248,False,0,0,3.0,0.275,P78067
41,Q9M365,False,0,0,2.0,0.276,Q8WUQ7
42,Q09312,False,0,0,2.0,0.259,P38283
43,Q2VWH6,False,0,0,0.0,0.33299999999999996,P49736
44,Q8BY35,False,0,0,3.0,0.289,P9WK58
45,Q945P0,False,0,0,2.0,0.299,O82277
46,Q5HY92,False,0,0,2.0,0.295,Q8LAZ7
47,Q8NFG4,False,0,0,2.0,0.303,P13083
48,Q9LGE3,False,0,0,2.0,0.321,P78527
49,F4IMQ0,False,0,0,2.0,0.28800000000000003,O13911
50,O35943,False,0,0,1.0,0.29100000000000004,P02712
51,Q3E7I5,False,0,0,2.0,0.316,Q8C1Q4
52,Q6NQJ7,False,0,0,2.0,0.28,O65312
53,Q5TBA9,False,0,0,2.0,0.303,Q9ZS97
54,O95073,False,0,0,2.0,0.293,Q9LQF2
55,Q16658,False,0,0,2.0,0.303,P50828
56,Q05015,False,0,0,3.0,0.33299999999999996,P02924
57,Q75W17,False,0,0,2.0,0.316,P61965
58,Q9H469,False,0,0,2.0,0.309,Q14BA6
59,Q6P050,False,0,0,2.0,0.29100000000000004,Q8BUI3
60,Q9UTG6,False,0,0,4.0,0.278,Q84LK3
61,Q9CZS3,False,0,0,2.0,0.32899999999999996,P40045
62,Q9QY14,False,0,0,3.0,0.312,O70305
63,Q9I9E1,False,0,0,4.0,0.272,Q9Y4B5
64,O43524,False,0,0,3.0,0.316,O60508
65,Q8W035,False,0,0,2.0,0.27399999999999997,P32774
66,Q14331,False,0,0,2.0,0.293,P51835
67,P42685,False,0,0,2.0,0.299,B2VEI1
68,Q9UTP3,False,0,0,3.0,0.28600000000000003,P08018
69,Q42545,False,0,0,1.0,0.316,Q9FGS0
70,Q9UTI1,False,0,0,2.0,0.273,Q9P7C0
71,Q8N1E6,False,0,0,2.0,0.299,Q9UK96
72,P04406,False,0,0,2.0,0.28600000000000003,Q59105
73,Q06179,False,0,0,2.0,0.293,Q9PIC3
74,Q9NFU0,False,0,0,4.0,0.284,Q99969
75,P32785,False,0,0,3.0,0.287,P30845
76,A2RVV7,False,0,0,2.0,0.282,P36004
77,O04862,False,0,0,1.0,0.299,O43007
78,Q70KY4,False,0,0,3.0,0.289,Q8N6I1
79,Q9P7X3,False,0,0,2.0,0.28800000000000003,P43616
80,P16892,False,0,0,3.0,0.303,Q07203
81,Q86XJ1,False,0,0,2.0,0.294,O60285
82,P24522,False,0,0,2.0,0.289,P49638
83,Q08605,False,0,0,1.0,0.309,Q06587
84,Q6YWF1,False,0,0,4.0,0.273,P0C869
85,Q8LK61,False,0,0,2.0,0.29100000000000004,P80549
86,P14234,False,0,0,1.0,0.275,Q0WPZ7
87,Q9SFV2,False,0,0,2.0,0.312,Q2HWH1
88,O89106,False,0,0,2.0,0.28800000000000003,F4JLC1
89,Q9WTX7,False,0,0,2.0,0.265,Q2NME3
90,Q2V2M9,False,0,0,2.0,0.27699999999999997,P18946
91,Q9LT47,False,0,0,2.0,0.272,Q9T0A7
92,O74191,False,0,0,1.0,0.28800000000000003,P39956
93,Q8K4T4,False,0,0,3.0,0.293,Q9FV49
94,Q96330,False,0,0,2.0,0.276,Q8H7F6
95,Q80TD3,False,0,0,0.0,0.28600000000000003,Q9P6K4
96,Q0VG06,False,0,0,2.0,0.316,Q9BZE1
97,Q8LPQ9,False,0,0,4.0,0.284,P45970
98,Q6GLS8,False,0,0,2.0,0.297,B0FRH7
99,Q03002,False,0,0,2.0,0.28,Q86BJ3
100,P70339,False,0,0,2.0,0.27699999999999997,Q924W5
101,P08417,False,0,0,2.0,0.268,Q924W6
102,Q5BJ56,False,0,0,4.0,0.276,P41214
103,O14276,False,0,0,2.0,0.28600000000000003,O14039
104,Q920R4,False,0,0,2.0,0.28800000000000003,Q9Y2T7
105,Q3UCQ1,False,0,0,3.0,0.33799999999999997,Q6VN19
106,P58012,False,0,0,3.0,0.34600000000000003,Q6ZQ58
107,Q8K3Q3,False,0,0,2.0,0.318,Q6PFG8
108,Q9R1E0,False,0,0,3.0,0.307,Q2TBI6
109,Q95V55,False,0,0,2.0,0.299,Q9JLM4
110,Q9H334,False,0,0,0.0,0.295,Q07362
111,Q07825,False,0,0,2.0,0.304,Q58EE9
112,Q9ZR07,False,0,0,2.0,0.301,Q9XIK3
113,Q16595,False,0,0,1.0,0.312,Q8VYU8
114,Q07540,False,0,0,4.0,0.297,O04294
115,P97376,False,0,0,2.0,0.289,Q99207
116,Q5SYB0,False,0,0,2.0,0.295,Q9P246
117,Q9M8J3,False,0,0,2.0,0.321,Q66PJ3
118,D3ZXW3,False,0,0,2.0,0.28,Q9LQF2
119,P38777,False,0,0,2.0,0.284,Q9VFS5
120,Q9DEN4,False,0,0,4.0,0.29100000000000004,Q8IWZ3
121,Q9CZV8,False,0,0,2.0,0.305,Q9C9H5
122,Q8C7B6,False,0,0,2.0,0.284,P25379
123,P51114,False,0,0,4.0,0.275,P0A9V1
124,Q9UQC2,False,0,0,2.0,0.312,O75150
125,P17649,False,0,0,2.0,0.281,O15169
126,Q9QVC8,False,0,0,2.0,0.3,P32634
127,Q15007,False,0,0,2.0,0.289,Q9UHR4
128,P53889,False,0,0,2.0,0.3,P54132
129,P36141,False,0,0,2.0,0.27,E9Q6W4
130,Q9P278,False,0,0,0.0,0.307,Q9UEE5
131,P55318,False,0,0,3.0,0.299,P22561
132,Q9Y261,False,0,0,3.0,0.28,Q9BXB5
133,Q13461,False,0,0,3.0,0.34600000000000003,Q84ST4
134,O16850,False,0,0,2.0,0.28600000000000003,Q8BQR7
135,Q99JB6,False,0,0,0.0,0.35,Q195N6
136,F4J2K2,False,0,0,2.0,0.27399999999999997,P0CX35
137,O95684,False,0,0,2.0,0.299,Q15650
138,Q96NE9,False,0,0,2.0,0.26,Q9NZD1
139,P36088,False,0,0,2.0,0.278,Q42379
140,Q3EBQ3,False,0,0,2.0,0.28600000000000003,Q9SWG3
141,Q9ZVC9,False,0,0,2.0,0.3,O60136
142,Q9S793,False,0,0,2.0,0.28800000000000003,Q86DA5
143,Q92945,False,0,0,1.0,0.408,P51532
144,Q9PRJ8,False,0,0,2.0,0.304,Q9ES19
145,O15117,False,0,0,1.0,0.316,Q9C658
146,Q8VZS9,False,0,0,1.0,0.28600000000000003,D9N164
147,Q32M02,False,0,0,2.0,0.301,Q9P3U1
148,O36024,False,0,0,2.0,0.273,Q9N428
149,P40099,False,0,0,1.0,0.268,Q07980
150,Q68CZ1,False,0,0,1.0,0.308,O15178
151,Q8BGW1,False,0,0,4.0,0.28,P55145
152,Q9GPZ7,False,0,0,2.0,0.303,Q9RGS8
153,Q12247,False,0,0,2.0,0.33299999999999996,P28804
154,Q8GVZ6,False,0,0,2.0,0.29600000000000004,Q9NQG5
155,Q8TAE8,False,0,0,0.0,0.337,Q9JMC2
156,P83780,False,0,0,2.0,0.29600000000000004,Q14191
157,Q61169,False,0,0,4.0,0.311,Q7RTU4
158,P33893,False,0,0,4.0,0.29100000000000004,Q9ASS6
159,Q9FWR5,False,0,0,2.0,0.28600000000000003,P53742
160,P15442,False,0,0,2.0,0.27699999999999997,Q08492
161,Q96RT7,False,0,0,2.0,0.28600000000000003,Q99207
162,O46567,False,0,0,2.0,0.278,Q5T5X7
163,Q9SY66,False,0,0,2.0,0.284,O14174
164,Q5UBY2,False,0,0,2.0,0.295,P36534
165,Q8N4E7,False,0,0,4.0,0.304,Q0WNZ5
166,Q8CG73,False,0,0,1.0,0.308,O15178
167,P35637,False,0,0,2.0,0.311,Q9FH37
168,O74972,False,0,0,2.0,0.28800000000000003,Q9LK57
169,Q8L3Z8,False,0,0,1.0,0.301,O74337
170,Q7L622,False,0,0,2.0,0.272,A0QYB3
171,Q9FX54,False,0,0,2.0,0.276,Q04851
172,O59812,False,0,0,2.0,0.272,Q99714
173,Q9W3Y4,False,0,0,4.0,0.272,Q96S44
174,Q04739,False,0,0,2.0,0.27699999999999997,O74454
175,F4JV80,False,0,0,2.0,0.29600000000000004,P82244
176,O43716,False,0,0,2.0,0.303,P53350
177,Q8WUU5,False,0,0,2.0,0.32899999999999996,Q8SXL2
178,Q84P53,False,0,0,2.0,0.28600000000000003,Q62688
179,Q8SY33,False,0,0,2.0,0.295,P43619
180,P62879,False,0,0,2.0,0.282,P70032
181,Q5GIS3,False,0,0,2.0,0.293,Q5F1R6
182,P30793,False,0,0,2.0,0.3,Q9H6R4
183,H2L099,False,0,0,3.0,0.324,Q8GY82
184,Q8LSN3,False,0,0,4.0,0.275,E1BTG2
185,P42776,False,0,0,2.0,0.278,Q9LY87
186,Q9HDV9,False,0,0,2.0,0.33799999999999997,A3C6G9
187,O80988,False,0,0,2.0,0.275,Q9LIS2
188,Q9VRJ0,False,0,0,4.0,0.28,Q9BX59
189,P38812,False,0,0,2.0,0.28,Q05931
190,P30047,False,0,0,2.0,0.282,Q9BYG8
191,Q9LR30,False,0,0,2.0,0.284,Q54WT8
192,P40208,False,0,0,2.0,0.266,Q8CP98
193,P38783,False,0,0,4.0,0.28600000000000003,Q9M0S5
194,O13837,False,0,0,2.0,0.265,P31378
195,Q8CA72,False,0,0,1.0,0.293,Q43187
196,Q5JY77,False,0,0,2.0,0.303,Q6PI77
197,Q9LRH6,False,0,0,2.0,0.305,A0QVQ7
198,P43694,False,0,0,2.0,0.342,Q8K557
199,Q94CE5,False,0,0,2.0,0.307,O95359
200,Q10282,False,0,0,2.0,0.29600000000000004,Q8VZD4
201,P42775,False,0,0,2.0,0.284,P07596
202,P38011,False,0,0,3.0,0.289,P35705
203,Q9SMN1,False,0,0,2.0,0.297,Q9YBL5
204,P16068,False,0,0,4.0,0.273,O43065
205,Q06625,False,0,0,2.0,0.316,Q10990
206,P39958,False,0,0,3.0,0.29100000000000004,Q9UUH5
207,P39993,False,0,0,2.0,0.293,Q03654
208,Q09733,False,0,0,2.0,0.28800000000000003,P46919
209,Q9VVX0,False,0,0,2.0,0.27699999999999997,Q9Z2X8
210,Q9H840,False,0,0,2.0,0.309,Q91Z79
211,P55163,False,0,0,2.0,0.28,Q13342
212,Q9P7R5,False,0,0,0.0,0.264,Q96318
213,Q9M0A7,False,0,0,2.0,0.27399999999999997,P47068
214,Q9LUD9,False,0,0,2.0,0.29600000000000004,Q9SIM9
215,Q7XAK4,False,0,0,2.0,0.316,Q96PV7
216,P27469,False,0,0,2.0,0.284,Q9BXY8
217,P00360,False,0,0,2.0,0.266,Q8KES3
218,Q8H103,False,0,0,2.0,0.33299999999999996,Q9SI61
219,Q92908,False,0,0,4.0,0.308,Q8WYQ5
220,A6NHX0,False,0,0,1.0,0.307,O95817
221,Q84P54,False,0,0,4.0,0.295,Q487G4
222,P97265,False,0,0,0.0,0.28600000000000003,P13984
223,Q9H227,False,0,0,0.0,0.304,Q94C69
224,P49177,False,0,0,2.0,0.297,O77932
225,P42777,False,0,0,2.0,0.305,O42928
226,Q9SJU9,False,0,0,3.0,0.297,Q9SS38
227,Q94AU7,False,0,0,2.0,0.295,Q58WW2
228,Q27403,False,0,0,2.0,0.26899999999999996,P36917
229,P33892,False,0,0,2.0,0.301,Q12024
230,Q94B78,False,0,0,2.0,0.27699999999999997,P40228
231,Q9C104,False,0,0,2.0,0.278,Q03455
232,P52566,False,0,0,3.0,0.287,Q8L5R3
233,Q8TEQ6,False,0,0,2.0,0.325,O95528
234,Q03555,False,0,0,4.0,0.29100000000000004,Q9UBK2
235,Q8GWW8,False,0,0,2.0,0.295,P22557
236,O70237,False,0,0,2.0,0.326,Q99684
237,Q8RWE8,False,0,0,2.0,0.306,P42512
238,Q9LQT8,False,0,0,3.0,0.256,Q9MA79
239,P28007,False,0,0,4.0,0.309,Q96JN8
240,P11862,False,0,0,2.0,0.28600000000000003,P18091
241,Q9ZPQ3,False,0,0,2.0,0.28600000000000003,P34802
242,Q8WXD5,False,0,0,2.0,0.27399999999999997,Q05344
243,P34802,False,0,0,1.0,0.301,Q9SEU7
244,Q9STX3,False,0,0,2.0,0.27699999999999997,Q9ES19
245,Q641A1,False,0,0,2.0,0.289,O22870
246,Q6DFA8,False,0,0,2.0,0.28600000000000003,Q9UUA2
247,P34689,False,0,0,4.0,0.325,Q9VUX2
248,Q8K1M4,False,0,0,2.0,0.321,Q14934
249,P00359,False,0,0,2.0,0.282,P52569
250,Q9M350,False,0,0,2.0,0.282,Q03954
251,Q7XJ96,False,0,0,2.0,0.293,Q08490
252,Q9H0R6,False,0,0,2.0,0.28600000000000003,Q02950
253,Q8WTX7,False,0,0,1.0,0.28600000000000003,P42705
254,Q84P52,False,0,0,4.0,0.299,P25626
255,P35573,False,0,0,2.0,0.294,P0CT22
256,Q9USN5,False,0,0,2.0,0.284,P59169
257,Q99PT1,False,0,0,3.0,0.28600000000000003,O14036
258,Q32NR9,False,0,0,2.0,0.262,Q14980
259,Q9SSQ4,False,0,0,2.0,0.301,Q9Y4X5
260,P40492,False,0,0,2.0,0.289,Q5AK51
261,Q9WUU9,False,0,0,4.0,0.316,A8K830
262,P17679,False,0,0,2.0,0.293,Q8BGQ2
263,Q14397,False,0,0,2.0,0.293,A0R006
264,P06536,False,0,0,2.0,0.3,Q8BVZ1
265,A3C6G9,False,0,0,1.0,0.33799999999999997,Q9HDV9
266,Q02979,False,0,0,2.0,0.293,P23403
267,P83774,False,0,0,3.0,0.284,O29988
268,Q9C6B3,False,0,0,2.0,0.284,P11490
269,Q09785,False,0,0,2.0,0.282,Q9UNE2
270,Q9TU03,False,0,0,3.0,0.307,Q8L5R3
271,A4FVR1,False,0,0,2.0,0.28800000000000003,Q8K339
272,Q9Y2X7,False,0,0,2.0,0.293,P35372
273,P27900,False,0,0,0.0,0.28,Q9M2X3
274,O13702,False,0,0,2.0,0.27699999999999997,Q63010
275,P47011,False,0,0,2.0,0.311,O43918
276,Q93YV0,False,0,0,2.0,0.295,P48527
277,Q7L5D6,False,0,0,2.0,0.294,Q86TX2
278,Q5VTD9,False,0,0,2.0,0.349,Q99684
279,O22043,False,0,0,2.0,0.276,O02039
280,O59703,False,0,0,2.0,0.282,O94560
281,Q9NWU2,False,0,0,2.0,0.273,Q9NVI1
282,Q12418,False,0,0,2.0,0.275,P40463
283,P30627,False,0,0,4.0,0.284,Q9U3C8
284,P91420,False,0,0,4.0,0.282,O82662
285,Q12315,False,0,0,2.0,0.297,Q9SAL0
286,Q61602,False,0,0,2.0,0.305,Q3EBR6
287,O22287,False,0,0,3.0,0.317,P0AEQ3
288,Q9FMV1,False,0,0,2.0,0.282,O15273
289,P16383,False,0,0,2.0,0.321,Q717R9
290,Q9SGA2,False,0,0,2.0,0.292,Q9BZS1
291,O59679,False,0,0,2.0,0.29100000000000004,Q12405
292,Q8IS21,False,0,0,2.0,0.263,P83779
293,D3YN49,False,0,0,2.0,0.265,Q06137
294,O74432,False,0,0,2.0,0.28800000000000003,Q9UBK8
295,Q6L545,False,0,0,2.0,0.29600000000000004,Q09511
296,O02658,False,0,0,4.0,0.28600000000000003,Q8VHT6
297,O23647,False,0,0,0.0,0.35,Q9LZS3
298,Q0VGT2,False,0,0,2.0,0.28800000000000003,Q6AFL2
299,Q6XP49,False,0,0,2.0,0.304,R4X244
300,Q9ZST4,False,0,0,2.0,0.325,Q8S8P5
301,P39732,False,0,0,2.0,0.29100000000000004,P53251
302,P48727,False,0,0,4.0,0.282,O74469
303,Q9VD44,False,0,0,2.0,0.34700000000000003,Q9VXG1
304,G5EFL0,False,0,0,2.0,0.32899999999999996,Q03160
305,Q0WPZ7,False,0,0,2.0,0.275,P14234
306,O94652,False,0,0,2.0,0.268,P38313
307,Q43127,False,0,0,2.0,0.312,Q84KI6
308,P32288,False,0,0,2.0,0.289,Q96B97
309,Q10CE4,False,0,0,2.0,0.26899999999999996,P22227
310,Q9LU39,False,0,0,2.0,0.28800000000000003,P06281
311,Q96IJ6,False,0,0,3.0,0.27699999999999997,Q8K480
312,P25157,False,0,0,2.0,0.282,Q1W1G1
313,P29348,False,0,0,4.0,0.303,P53990
314,Q03557,False,0,0,2.0,0.297,O13921
315,O75879,False,0,0,2.0,0.33799999999999997,Q9NNW7
316,P53260,False,0,0,2.0,0.278,A2AUU0
317,P36408,False,0,0,2.0,0.273,Q8RWL0
318,O24456,False,0,0,3.0,0.297,Q9S3R8
319,P04150,False,0,0,2.0,0.28800000000000003,Q9Z2D8
320,Q12125,False,0,0,2.0,0.309,Q9FK07
321,Q04839,False,0,0,2.0,0.301,Q41382
322,Q9N658,False,0,0,2.0,0.276,P75150
323,Q12263,False,0,0,3.0,0.295,Q13421
324,Q03833,False,0,0,2.0,0.276,Q82S91
325,O35826,False,0,0,2.0,0.278,P77365
326,Q9VYS4,False,0,0,2.0,0.276,Q8W4E1
327,O17087,False,0,0,2.0,0.26899999999999996,Q9VWW0
328,Q91YI6,False,0,0,2.0,0.289,B0YLW8
329,D2WL32,False,0,0,2.0,0.282,Q19Q52
330,P08151,False,0,0,2.0,0.312,P51532
331,Q59W62,False,0,0,3.0,0.273,B3PWV0
332,Q6PBM1,False,0,0,2.0,0.272,P17252
333,Q9HDW8,False,0,0,2.0,0.304,P31715
334,Q9LSV0,False,0,0,2.0,0.295,O94745
335,Q2QPW1,False,0,0,2.0,0.295,Q84KG5
336,Q6PGG6,False,0,0,2.0,0.32,P54258
337,Q811S9,False,0,0,2.0,0.282,P49615
338,Q8CI11,False,0,0,2.0,0.276,O48713
339,Q99JY3,False,0,0,2.0,0.28800000000000003,Q39016
340,Q6P9H5,False,0,0,2.0,0.3,Q6P0Q8
341,Q04233,False,0,0,2.0,0.308,Q9SEI0
342,Q2KIR7,False,0,0,2.0,0.272,P01569
343,O13426,False,0,0,2.0,0.298,Q9SUT5
344,Q94JQ3,False,0,0,2.0,0.299,Q9H204
345,G5EEN4,False,0,0,0.0,0.33299999999999996,Q52KE7
346,P06537,False,0,0,2.0,0.29100000000000004,Q4V8H8
347,Q9LQL0,False,0,0,1.0,0.31,Q9LIH6
348,O14224,False,0,0,2.0,0.28,Q9TU03
349,Q9Y7U3,False,0,0,2.0,0.262,Q93PU5
350,P53849,False,0,0,2.0,0.275,Q9UHA3
351,P10070,False,0,0,2.0,0.301,P12061
352,Q9FFH0,False,0,0,2.0,0.27399999999999997,Q0WQ57
353,P39726,False,0,0,2.0,0.275,P07529
354,Q8GY54,False,0,0,2.0,0.268,Q9SPG3
355,Q95UQ1,False,0,0,2.0,0.28800000000000003,Q9LQ02
356,Q5ZR76,False,0,0,2.0,0.278,F4I6G4
357,Q9NWZ8,False,0,0,2.0,0.267,P11221
358,Q58EE9,False,0,0,4.0,0.314,Q8LB10
359,P14136,False,0,0,2.0,0.308,P00260
360,Q9M0A5,False,0,0,2.0,0.303,Q9HXJ7
361,P25569,False,0,0,2.0,0.309,P12945
362,Q59VM7,False,0,0,2.0,0.284,Q8L9J7
363,Q16775,False,0,0,0.0,0.299,Q3ZBX6
364,Q02784,False,0,0,2.0,0.308,Q9STY4
365,Q9UI32,False,0,0,2.0,0.304,Q5ZIS0
366,Q9C102,False,0,0,2.0,0.28600000000000003,Q9BVV6
367,Q12393,False,0,0,2.0,0.308,P43594
368,Q99684,False,0,0,4.0,0.349,Q5VTD9
369,Q8VZS6,False,0,0,2.0,0.299,P01116
370,Q9FN69,False,0,0,2.0,0.29100000000000004,Q16513
371,Q95ZK7,False,0,0,2.0,0.266,Q9UBQ5
372,Q53GS7,False,0,0,2.0,0.282,D3ZGB1
373,Q9LZS3,False,0,0,1.0,0.35,O23647
374,Q9LRR9,False,0,0,2.0,0.26899999999999996,Q62261
375,Q9LRS0,False,0,0,2.0,0.262,P41833
376,B7ZFT1,False,0,0,2.0,0.28600000000000003,Q53H82
377,Q9DB00,False,0,0,2.0,0.284,Q94CL9
378,P46984,False,0,0,2.0,0.28600000000000003,P53163
379,Q6NXH3,False,0,0,2.0,0.28800000000000003,P30419
380,Q8SR40,False,0,0,2.0,0.278,P43307
381,P47122,False,0,0,3.0,0.276,O08586
382,Q08726,False,0,0,3.0,0.28,P01570
383,F4JTE7,False,0,0,2.0,0.293,Q5U4C9
384,P81274,False,0,0,2.0,0.273,Q9H161
385,Q9NW75,False,0,0,2.0,0.28600000000000003,P56932
386,O75791,False,0,0,2.0,0.289,O23300
387,Q14449,False,0,0,3.0,0.321,P16028
388,Q03160,False,0,0,0.0,0.32899999999999996,G5EFL0
389,Q9ZR12,False,0,0,3.0,0.271,O49562
390,Q84Y95,False,0,0,2.0,0.34600000000000003,O48917
391,Q9BQ67,False,0,0,2.0,0.31,Q99PP7
392,Q9Z1B2,False,0,0,2.0,0.278,Q9HDU4
393,P30713,False,0,0,2.0,0.316,P12069
394,Q8L7C9,False,0,0,2.0,0.276,O95600
395,Q9JI57,False,0,0,2.0,0.293,P38126
396,P36156,False,0,0,2.0,0.26899999999999996,P32643
397,D2XV59,False,0,0,2.0,0.308,O87849
398,O94250,False,0,0,2.0,0.289,P10622
399,Q05926,False,0,0,2.0,0.276,O74962
400,Q0JKD0,False,0,0,2.0,0.32899999999999996,Q75GT3
401,Q9NZD2,False,0,0,2.0,0.294,Q9HDY5
402,Q9LV03,False,0,0,2.0,0.29100000000000004,Q8N137
403,Q6IB77,False,0,0,2.0,0.27399999999999997,P31025
404,Q94C74,False,0,0,3.0,0.309,Q8LE47
405,P21279,False,0,0,4.0,0.289,Q9Y5J5
406,Q03786,False,0,0,4.0,0.316,Q8K586
407,O14443,False,0,0,3.0,0.282,P35195
408,F3Y5P4,False,0,0,2.0,0.28800000000000003,Q3E705
409,Q3V6T2,False,0,0,2.0,0.27399999999999997,P29468
410,P38715,False,0,0,0.0,0.3,Q9Y2D1
411,Q9NZI5,False,0,0,0.0,0.289,Q9JK81
412,Q03569,False,0,0,2.0,0.266,O07921
413,Q9Y4H4,False,0,0,1.0,0.312,P08928
414,Q8R4T5,False,0,0,0.0,0.36200000000000004,Q9H2W2
415,Q08969,False,0,0,2.0,0.256,Q9UUI2
416,Q12068,False,0,0,4.0,0.28600000000000003,Q498G2
417,Q5FWH3,False,0,0,0.0,0.293,O42844
418,O74791,False,0,0,2.0,0.295,Q8TBZ2
419,Q9C469,False,0,0,2.0,0.259,P30627
420,Q8GWS0,False,0,0,0.0,0.316,Q96291
421,O94246,False,0,0,2.0,0.303,Q9P546
422,Q9FHE1,False,0,0,2.0,0.325,O60760
423,Q923K4,False,0,0,2.0,0.312,Q03178
424,Q56WN1,False,0,0,2.0,0.29100000000000004,Q04636
425,Q69RJ0,False,0,0,1.0,0.364,Q75GT3
426,P34897,False,0,0,2.0,0.28800000000000003,P39943
427,Q9Y5P6,False,0,0,3.0,0.299,Q9C598
428,A8MTJ3,False,0,0,4.0,0.303,P53990
429,P39717,False,0,0,2.0,0.278,Q19317
430,Q9HCN4,False,0,0,3.0,0.28800000000000003,Q9GZT3
431,Q95QJ7,False,0,0,2.0,0.27899999999999997,P50998
432,P15505,False,0,0,2.0,0.293,B8B0E2
433,O77512,False,0,0,2.0,0.267,Q8L774
434,Q49A26,False,0,0,2.0,0.27699999999999997,Q5BJX1
435,P04899,False,0,0,4.0,0.28600000000000003,Q804A5
436,Q9SCX9,False,0,0,2.0,0.308,A8QL52
437,P32191,False,0,0,2.0,0.28600000000000003,P65317
438,P36970,False,0,0,3.0,0.29100000000000004,Q31L64
439,Q9U405,False,0,0,2.0,0.26,Q53HV7
440,Q60760,False,0,0,2.0,0.284,Q62806
441,Q14451,False,0,0,0.0,0.33299999999999996,Q9NUL7
442,Q9UU96,False,0,0,2.0,0.295,P75062
443,Q64MA3,False,0,0,4.0,0.28,Q9FMW8
444,Q08622,False,0,0,2.0,0.272,Q8WTC1
445,Q9S7E9,False,0,0,2.0,0.29600000000000004,Q54WT8
446,E5RQA1,False,0,0,2.0,0.278,P20936
447,Q9NUV9,False,0,0,2.0,0.33299999999999996,P0DOW4
448,Q22663,False,0,0,2.0,0.3,Q9Z2Y3
449,Q9Y7N3,False,0,0,2.0,0.301,Q9LW57
450,Q86SX6,False,0,0,2.0,0.34700000000000003,O00746
451,P29992,False,0,0,4.0,0.293,P09938
452,Q8TAX9,False,0,0,0.0,0.247,O74191
453,Q60EZ2,False,0,0,2.0,0.303,P24180
454,Q9Y2Q3,False,0,0,2.0,0.295,Q91XE4
455,P78417,False,0,0,2.0,0.29600000000000004,Q9ZNU2
456,Q9UT36,False,0,0,2.0,0.28,Q9CA28
457,O76003,False,0,0,0.0,0.28800000000000003,O15514
458,Q08886,False,0,0,2.0,0.27699999999999997,Q9P382
459,Q86WP2,False,0,0,2.0,0.268,O43008
460,Q10104,False,0,0,2.0,0.278,P37466
461,P27601,False,0,0,4.0,0.3,O55232
462,P63096,False,0,0,4.0,0.294,Q8VDD9
463,Q9NVN8,False,0,0,2.0,0.27699999999999997,Q9VD51
464,O59762,False,0,0,2.0,0.28600000000000003,P53836
465,Q8IX06,False,0,0,2.0,0.312,Q9HB96
466,O42906,False,0,0,3.0,0.284,P38371
467,P40106,False,0,0,2.0,0.27699999999999997,P14562
468,O49506,False,0,0,2.0,0.27,Q8CFP6
469,P17695,False,0,0,2.0,0.26,Q8S3U9
470,Q9CQM9,False,0,0,0.0,0.321,Q53HV7
471,Q03460,False,0,0,2.0,0.29100000000000004,O95866
472,P08754,False,0,0,4.0,0.28800000000000003,Q9FJX5
