,AC,priority,label-val,cluster,max_ident_other,closest_other
28,YAL058W_CNE1_37589,False,1,1.0,0.5,YJL061W_NUP82_320453
29,YAL058W_CNE1_37896,False,1,2.0,0.494,itT(AGU)C_295554
30,YAL058W_CNE1_38169,False,1,3.0,0.49,YML081W_YML081W_107010
31,YAL058W_CNE1_38393,False,1,4.0,0.485,YMR276W_DSK2_818844
32,YAL058W_CNE1_38776,False,1,0.0,0.494,YOR067C_ALG8_453093
33,iYAL058W_39023,False,0,2.0,0.491,iYMLCdelta1_133003
34,YAL056W_GPB2_41075,False,1,1.0,0.484,YGR166W_KRE11_831421
35,iYAL056W_41907,False,0,3.0,0.5,iYNL039W_556812
36,YAL055W_PEX22_42523,False,1,2.0,0.491,iYNR071C_772396
37,iYAL055W_42713,False,1,3.0,0.488,YHR148W_IMP3_393836
38,YAL054C_ACS1_43037,False,1,4.0,0.49,iYBR249C_718302
39,YAL054C_ACS1_43271,False,1,0.0,0.5,YDR484W_VPS52_1423762
40,YAL054C_ACS1_43532,False,1,1.0,0.485,YJR042W_NUP85_514217
41,YAL054C_ACS1_43814,False,1,2.0,0.496,YNL270C_ALP1_136224
42,YAL054C_ACS1_44192,False,1,3.0,0.485,YLR188W_MDL1_528541
43,YAL054C_ACS1_44451,False,1,4.0,0.485,YNL134C_YNL134C_373346
44,iYAL054C_45092,False,0,4.0,0.484,iYER078W-A_318870
45,iYAL054C_45286,False,0,0.0,0.474,YMR001C_CDC5_270436
46,iYAL054C_45489,False,0,1.0,0.47600000000000003,iYPL055C_455278
47,iYAL054C_45810,False,0,2.0,0.49200000000000005,iYGL210W_95198
48,YAL053W_YAL053W_46535,False,1,0.0,0.483,YER101C_AST2_361404
49,YAL053W_YAL053W_46907,False,0,3.0,0.498,iYEL063C_33843
50,iYAL053W_48269,False,0,4.0,0.489,YIL159W_BNR1_44582
51,iYAL053W_48483,False,0,0.0,0.493,YPR049C_ATG11_662497
52,YAL051W_OAF1_48780,False,1,1.0,0.498,YMR120C_ADE17_509211
53,YAL051W_OAF1_48952,False,1,2.0,0.489,YDL189W_RBS1_122576
54,YAL051W_OAF1_50476,False,0,1.0,0.502,YNR027W_BUD17_675261
55,YAL049C_YAL049C_52405,False,1,3.0,0.493,YNL010W_YNL010W_613932
56,YAL048C_GON1_54532,False,1,4.0,0.484,iYML130C_13742
57,YAL047C_SPC72_55136,False,1,0.0,0.517,YEL061C_CIN8_37671
58,YAL047C_SPC72_55443,False,0,2.0,0.498,YDL142C_CRD1_202464
59,YAL047C_SPC72_56446,False,1,1.0,0.505,YNL265C_IST1_144906
60,YAL047C_SPC72_56735,False,1,2.0,0.498,YCR026C_YCR026C_165631
61,iYAL047C_57035,False,1,3.0,0.49700000000000005,itE(UUC)E3_487531
62,YAL046C_YAL046C_57257,False,1,4.0,0.597,iYAL046C_57383
63,iYAL046C_57383,False,1,0.0,0.597,YAL046C_YAL046C_57257
64,YAL044W-A_YAL044W-A_57526,False,1,1.0,0.555,iYAL046C_57383
65,YAL044W-A_YAL044W-A_57701,False,1,2.0,0.48100000000000004,YAL044W-A_YAL044W-A_57526
66,iYAL044W-A_57922,False,1,3.0,0.502,YAL044C_GCV3_58088
67,YAL044C_GCV3_58088,False,1,4.0,0.502,iYAL044W-A_57922
68,YAL044C_GCV3_58393,False,1,0.0,0.488,YDR320C_SWA2_1107858
69,YAL043C_PTA1_59701,False,1,1.0,0.48200000000000004,YLR088W_GAA1_316435
70,YAL043C_PTA1_59982,False,1,2.0,0.483,YKL002W_DID4_438119
71,YAL043C_PTA1_60653,False,1,3.0,0.565,YAL043C_PTA1_60792
72,YAL043C_PTA1_60792,False,1,4.0,0.565,YAL043C_PTA1_60653
73,iYAL043C_61067,False,1,0.0,0.49200000000000005,YLR088W_GAA1_316221
74,iYAL043C_61267,False,1,1.0,0.506,YAL042W_ERV46_61431
75,YAL042W_ERV46_61431,False,1,2.0,0.506,iYAL043C_61267
76,YAL042W_ERV46_61872,False,1,3.0,0.484,YFR022W_YFR022W_197348
77,YAL042W_ERV46_62132,False,1,4.0,0.47,YPL214C_THI6_148913
78,YAL042W_ERV46_62360,False,1,0.0,0.475,YJL034W_KAR2_381763
79,iYAL042W_62792,False,1,1.0,0.48200000000000004,iYFR053C_257941
80,YAL041W_CDC24_62972,False,1,2.0,0.49200000000000005,YMR212C_EFR3_692839
81,YAL041W_CDC24_65136,False,0,3.0,0.49700000000000005,YJL034W_KAR2_382821
82,iYAL041W_65467,False,0,4.0,0.506,iYIL119C_137926
83,iYAL041W_65705,False,0,0.0,0.55,YAL040C_CLN3_65850
84,YAL040C_CLN3_65850,False,0,1.0,0.55,iYAL041W_65705
85,YAL040C_CLN3_66467,False,0,2.0,0.528,YEL009C_GCN4_139536
86,iYAL040C_68019,False,0,3.0,0.605,iYAL040C_68142
87,iYAL040C_68142,False,0,4.0,0.605,iYAL040C_68019
88,iYAL040C_68408,False,0,0.0,0.467,iYIL090W_195127
89,iYAL040C_68655,False,0,1.0,0.48,YOR040W_GLO4_407576
90,YAL039C_CYC3_69260,False,1,3.0,0.474,iYHL026C_54162
91,iYAL039C_69552,False,1,4.0,0.48,iYPR122W_785718
92,iYAL039C_69762,False,0,2.0,0.483,iYDR210W_871669
93,iYAL039C_70069,False,0,3.0,0.524,iYAL039C_70225
94,iYAL039C_70225,False,0,4.0,0.524,iYAL039C_70069
95,iYAL039C_70799,False,0,0.0,0.508,iYAL039C_70962
96,iYAL039C_70962,False,0,1.0,0.508,iYAL039C_70799
97,iYAL039C_71196,False,0,2.0,0.469,YDL057W_YDL057W_351703
98,iYAL039C_71377,False,0,3.0,0.488,iYDL169C_159304
99,iYAL039C_71627,False,0,4.0,0.493,iYLR018C_179687
100,YAL038W_CDC19_71924,False,0,0.0,0.485,iYBR031W_301524
101,YAL038W_CDC19_72302,False,0,1.0,0.496,YHR194W_MDM31_489119
102,YAL038W_CDC19_72544,False,0,2.0,0.49,YDR284C_DPP1_1031058
103,YAL038W_CDC19_72796,False,0,3.0,0.489,isnR24_500389
104,YAL038W_CDC19_73055,False,0,4.0,0.48700000000000004,iYER068W_295254
105,iYAL038W_73253,False,0,0.0,0.498,YLR185W_RPL37A_523219
106,YAL037C-A_YAL037C-A_73430,False,0,1.0,0.514,itR(ACG)J_234177
107,YAL037W_YAL037W_74419,False,1,0.0,0.493,YOR267C_HRK1_824311
108,iYAL037W_75019,False,0,2.0,0.488,iYBR056W-A_352072
109,YAL036C_RBG1_75671,False,1,1.0,0.493,YJR049C_UTR1_528169
110,YAL036C_RBG1_75992,False,1,2.0,0.48,YAL054C_ACS1_43532
111,iYAL036C_76221,False,1,3.0,0.48,YNR058W_BIO3_735380
112,YAL035W_FUN12_76562,False,1,4.0,0.506,YLR330W_CHS5_789247
113,YAL035W_FUN12_78023,False,0,3.0,0.504,iYML074C_121896
114,YAL034W-A_MTW1_79896,False,1,0.0,0.486,iYLR242C_623946
115,iYAL034C_82459,False,1,1.0,0.479,YBR097W_VPS15_437112
116,YAL033W_POP5_82726,False,1,2.0,0.494,iYOR261C_817179
117,YAL033W_POP5_83097,False,1,3.0,0.493,YDR042C_YDR042C_540988
118,YAL032C_PRP45_83407,False,1,4.0,0.488,YJR129C_YJR129C_664703
119,YAL032C_PRP45_83909,False,1,0.0,0.498,YGL025C_PGD1_449707
120,iYAL031C_87027,False,1,1.0,0.506,iYLR451W_1039018
121,iYAL030W_87672,False,1,2.0,0.491,iYJR009C_455618
122,YAL029C_MYO4_88408,False,0,4.0,0.518,YHL012W_YHL012W_79555
123,YAL029C_MYO4_91804,False,1,3.0,0.486,YNL327W_EGT2_24781
124,YAL029C_MYO4_92008,False,1,4.0,0.48700000000000004,YGR260W_TNA1_1013458
125,iYAL029C_92525,False,0,0.0,0.488,iYLR369W_861534
126,iYAL029C_92840,False,0,1.0,0.49700000000000005,iYOR011W_353870
127,YAL028W_FRT2_93261,False,1,0.0,0.493,YFR006W_YFR006W_156884
128,YAL028W_FRT2_93743,False,1,1.0,0.485,YDL113C_ATG20_258122
129,YAL027W_YAL027W_94841,False,1,2.0,0.514,iYFR053C_256703
130,iYAL027W_95484,False,0,2.0,0.48700000000000004,iYJL048C_348764
131,YAL026C_DRS2_96955,False,1,3.0,0.493,iYDRCdelta2_513638
132,YAL026C_DRS2_98375,False,0,3.0,0.515,YJL085W_EXO70_272944
133,YAL026C_DRS2_98543,False,0,4.0,0.502,YMR142C_RPL13B_550846
134,iYAL026C_99712,False,1,4.0,0.49200000000000005,iYHL033C_36055
135,YAL025C_MAK16_100226,False,1,0.0,0.483,itS(AGA)D3_1305950
136,iYAL025C_101389,False,0,0.0,0.505,iYPL143W_283205
137,YAL024C_LTE1_102121,False,0,1.0,0.507,YER155C_BEM2_479403
138,YAL024C_LTE1_105442,False,1,1.0,0.488,YJR021C_REC107_469136
139,YAL024C_LTE1_105629,False,1,2.0,0.486,YML042W_CAT2_194053
140,YAL023C_PMT2_108159,False,1,3.0,0.488,YBR243C_ALG7_706042
141,YAL023C_PMT2_108479,False,1,4.0,0.486,YBR068C_BAP2_375542
142,iYAL023C_108764,False,0,2.0,0.49700000000000005,iYGR261C_1016807
143,YAL022C_FUN26_109126,False,1,0.0,0.49700000000000005,YNR035C_ARC35_693689
144,YAL021C_CCR4_112835,False,1,1.0,0.483,YMR183C_SSO2_627697
145,YAL021C_CCR4_113171,False,1,2.0,0.484,YLR095C_IOC2_331860
146,iYAL021C_113410,False,1,3.0,0.515,iYAL021C_113570
147,iYAL021C_113570,False,1,4.0,0.515,iYAL021C_113410
148,YAL020C_ATS1_113778,False,1,0.0,0.473,YLR205C_HMX1_553161
149,YAL020C_ATS1_114054,False,1,1.0,0.47200000000000003,YAL029C_MYO4_92008
150,YAL020C_ATS1_114392,False,1,2.0,0.49,YMR207C_HFA1_683412
151,iYAL020C_114641,False,1,3.0,0.478,YOR009W_TIR4_345398
152,iYAL020C_114826,False,1,4.0,0.508,YAL019W_FUN30_114989
153,YAL019W_FUN30_114989,False,1,0.0,0.508,iYAL020C_114826
154,YAL019W_FUN30_115270,False,1,1.0,0.484,YOR136W_IDH2_580814
155,YAL019W_FUN30_115972,False,1,2.0,0.49,YJL098W_SAP185_243021
156,YAL019W_FUN30_116771,False,1,3.0,0.486,YKL057C_NUP120_331613
157,YAL019W_FUN30_118190,False,0,3.0,0.498,YDL063C_YDL063C_339353
158,iYAL019W_118520,False,0,4.0,0.503,YJR035W_RAD26_497292
159,YAL018C_YAL018C_119227,False,1,4.0,0.49700000000000005,YHR192W_YHR192W_487274
160,iYAL018C_119562,False,1,0.0,0.486,iYML050W_174236
161,iYAL018C_120057,False,1,1.0,0.489,YLR102C_APC9_343239
162,YAL017W_PSK1_120326,False,1,2.0,0.48700000000000004,YBL079W_NUP170_79605
163,YAL017W_PSK1_120942,False,1,3.0,0.485,YJR058C_APS2_544945
164,YAL017W_PSK1_122215,False,1,4.0,0.488,iYJL116C_194805
165,YAL016C-B_YAL016C-B_124406,False,0,0.0,0.565,iYAL016C-B_124545
166,iYAL016C-B_124545,False,0,1.0,0.565,YAL016C-B_YAL016C-B_124406
167,iYAL016W_126785,False,0,2.0,0.493,YML103C_NUP188_64264
168,YAL015C_NTG1_127299,False,1,0.0,0.493,YLL022C_HIF1_100135
169,YAL015C_NTG1_127618,False,1,1.0,0.502,YMR208W_ERG12_684547
170,YAL015C_NTG1_127813,False,1,2.0,0.48700000000000004,YGR009C_SEC9_510895
171,iYAL015C_128119,False,1,3.0,0.48,YER157W_COG3_486613
172,YAL014C_SYN8_128792,False,1,4.0,0.493,YIR024C_YIR024C_403037
173,iYAL014C_129075,False,1,0.0,0.508,iYAL014C_129238
174,iYAL014C_129238,False,1,1.0,0.534,YAL013W_DEP1_129390
175,YAL013W_DEP1_129390,False,1,2.0,0.534,iYAL014C_129238
176,YAL013W_DEP1_130154,False,1,3.0,0.49,iYLR399C_922011
177,YAL013W_DEP1_130430,False,1,4.0,0.47100000000000003,YCR031C_RPS14A_177872
178,iYAL013W_130700,False,0,3.0,0.47700000000000004,iYHL042W_18982
179,YAL012W_CYS3_130908,False,1,0.0,0.48,iYELWdelta6_138532
180,YAL011W_SWC3_132402,False,1,1.0,0.478,YNL304W_YPT11_60937
181,YAL011W_SWC3_132634,False,1,2.0,0.491,YCL014W_BUD3_99603
182,YAL010C_MDM10_135564,False,1,3.0,0.489,YGL213C_SKI8_90683
183,iYAL010C_135784,False,1,4.0,0.684,YAL009W_SPO7_135878
184,YAL009W_SPO7_135878,False,1,0.0,0.684,iYAL010C_135784
185,YAL009W_SPO7_136297,False,1,1.0,0.493,YGR184C_UBR1_862890
186,YAL008W_FUN14_137141,False,1,2.0,0.6609999999999999,YAL008W_FUN14_137243
187,YAL008W_FUN14_137243,False,1,3.0,0.6609999999999999,YAL008W_FUN14_137141
188,iYAL008W_137513,False,0,4.0,0.513,iYBR033W_304704
189,YAL007C_ERP2_138211,False,1,4.0,0.49,YJL149W_YJL149W_139109
190,iYALCdelta2_139087,False,0,0.0,0.562,iYNLCdelta5_568056
191,itP(UGG)A_139292,False,0,1.0,0.5329999999999999,itP(UGG)F_101487
192,iYAL005C_141496,False,0,2.0,0.483,itT(AGU)D_434379
193,iYAL005C_141716,False,0,3.0,0.474,iYLR233C_609537
194,iYAL005C_142022,False,0,4.0,0.49,iYFR044C_241664
195,iYAL005C_142312,False,0,0.0,0.695,YAL003W_EFB1_142402
196,YAL003W_EFB1_142402,False,0,1.0,0.695,iYAL005C_142312
197,YAL003W_EFB1_142694,False,0,2.0,0.49700000000000005,YBR029C_CDS1_296411
198,YAL003W_EFB1_142988,False,0,3.0,0.488,YLR324W_PEX30_779266
199,iYAL003W_143287,False,0,4.0,0.499,YBR042C_YBR042C_320470
200,iYAL003W_143618,False,0,0.0,0.5,iYKLWdelta3_163555
201,YAL002W_VPS8_144049,False,1,0.0,0.49,iYMR089C_448411
202,iYAL002W_147436,False,0,1.0,0.501,YFL036W_RPO41_62728
203,iYAL002W_147654,False,0,2.0,0.501,YNL297C_MON2_76100
204,YAL001C_TFC3_147844,False,0,3.0,0.506,YIL159W_BNR1_45115
205,iYAL001C_151389,False,0,4.0,0.494,itE(CUC)D_1018939
206,iYAL001C_151630,False,0,0.0,0.508,iYNL001W_628890
207,iYAL001C_151825,False,0,1.0,0.494,iYDLWtau1_437540
208,iYAL001C_152050,False,0,2.0,0.506,itK(UUU)D_359800
209,YAR002W_NUP60_152300,False,0,3.0,0.496,iYEL027W_101860
210,YAR002C-A_ERP1_154267,False,1,1.0,0.49,YML099C_ARG81_74890
211,YAR003W_SWD1_155053,False,1,2.0,0.488,YKR029C_SET3_497296
212,YAR003W_SWD1_155332,False,1,3.0,0.5,YIL009C-A_EST3_335938
213,YAR003W_SWD1_155873,False,0,4.0,0.5,YMR037C_MSN2_345688
214,iYAR003W_156607,False,0,0.0,0.504,iYLL057C_27014
215,YAR007C_RFA1_156783,False,0,1.0,0.508,YOR237W_HES1_782544
216,YAR007C_RFA1_158552,False,1,4.0,0.49,iYKRCdelta12_517457
217,iYAR008W_160014,False,0,2.0,0.519,iYKL001C_439954
218,iYARCTy1-1_166158,False,0,3.0,0.6509999999999999,iYGRCdelta17_574703
219,itA(UGC)A_166394,False,0,4.0,0.529,itA(UGC)A_166548
220,itA(UGC)A_166548,False,0,0.0,0.529,itA(UGC)A_166394
221,YAR014C_BUD14_168595,False,1,0.0,0.488,iYCRWdelta10_151878
222,iYAR018C_171898,False,0,1.0,0.498,YNR044W_AGA1_705798
223,iYAR018C_172124,False,0,2.0,0.501,iYNL051W_533980
224,YAR019C_CDC15_172667,False,0,3.0,0.5,iYDL176W_144245
225,YAR019C_CDC15_174512,False,1,1.0,0.48200000000000004,YDL222C_FMP45_61084
226,YAR019C_CDC15_174816,False,1,2.0,0.493,iYDR025W_492322
227,iYAR019C_175246,False,1,3.0,0.517,iYAR019C_175405
228,iYAR019C_175405,False,1,4.0,0.517,iYAR019C_175246
229,iYAR019C_176021,False,0,4.0,0.524,YOR073W_SGO1_466441
230,iYAR019C_176340,False,0,0.0,0.502,iYPL001W_556089
231,iYAR020C_177286,False,1,0.0,0.474,YOR063W_RPL3_445584
232,YAR023C_YAR023C_179387,False,1,1.0,0.489,YPL137C_YPL137C_295412
233,YAR023C_YAR023C_179603,False,1,2.0,0.48700000000000004,iYKL033W_378458
234,iYAR023C_180372,False,1,3.0,0.504,iYAR023C_180537
235,iYAR023C_180537,False,1,4.0,0.504,iYAR023C_180372
236,iYAR023C_180734,False,1,0.0,0.5,YER155C_BEM2_478682
237,itL(CAA)A_181332,False,0,1.0,0.522,itL(CAA)N_443193
238,itL(CAA)A_182031,False,1,1.0,0.5,YML103C_NUP188_65403
239,iYARWsigma1_183080,False,0,2.0,0.607,iYGRCtau3_931629
240,iYAR027W_184528,False,1,2.0,0.489,iYGLWomega1_1374
241,iYAR027W_184819,False,1,3.0,0.495,YMR139W_RIM11_547131
242,YAR028W_YAR028W_185034,False,1,4.0,0.499,iYHRCdelta12_465336
243,YAR028W_YAR028W_185221,False,1,0.0,0.498,iYER186C_563719
244,iYAR031W_187754,False,1,1.0,0.486,iYDR316W_1095151
245,iYAR031W_187929,False,1,2.0,0.484,iYDL001W_449307
246,iYARWdelta7_189845,False,1,3.0,0.519,iYBLWTy2-1_35691
247,YAR035W_YAT1_190356,False,0,3.0,0.46299999999999997,YHR070W_TRM5_235723
248,YAR035W_YAT1_190577,False,0,4.0,0.47200000000000003,YBR108W_YBR108W_455349
249,YAR035W_YAT1_190818,False,1,4.0,0.47,YHL031C_GOS1_39103
250,YAR035W_YAT1_191872,False,1,0.0,0.478,YEL017W_GTT3_123933
251,iYAR035W_192181,False,1,1.0,0.475,iYJR104C_623037
252,YAR042W_SWH1_192708,False,1,2.0,0.48200000000000004,YEL043W_YEL043W_70587
253,YAR042W_SWH1_193133,False,1,3.0,0.484,YGL113W_SLD3_297544
254,iYAR042W_197350,False,0,0.0,0.514,YPR048W_TAH18_660511
255,iYAR042W_198573,False,0,1.0,0.672,iYAR042W_198671
256,iYAR042W_198671,False,0,2.0,0.672,iYAR042W_198573
257,iYAR042W_199191,False,1,4.0,0.494,YNL128W_TEP1_382894
258,iYAR042W_199601,False,1,0.0,0.498,iYPRCdelta22_850580
259,iYAR042W_200700,False,1,1.0,0.502,itX(XXX)D_1150981
260,iYAR042W_201239,False,0,3.0,0.503,YDR293C_SSD1_1049094
261,iYAR042W_201843,False,1,2.0,0.49700000000000005,YDL161W_ENT1_168539
262,iYAR042W_202338,False,0,4.0,0.495,iYLR337C_805735
263,iYAR042W_202589,False,1,3.0,0.565,iYAR042W_202728
264,iYAR042W_202728,False,0,0.0,0.565,iYAR042W_202589
265,iYAR042W_202966,False,0,1.0,0.493,YFL007W_BLM3_125764
266,YAR050W_FLO1_203934,False,1,4.0,0.534,YKR102W_FLO10_646661
267,YAR050W_FLO1_206550,False,1,0.0,0.562,YAR062W_YAR062W_218933
268,iYAR061W_218354,False,1,1.0,0.491,YOR321W_PMT3_916419
269,YAR062W_YAR062W_218933,False,1,2.0,0.562,YAR050W_FLO1_206550
270,YAR066W_YAR066W_221180,False,1,3.0,0.484,YFL042C_YFL042C_46309
271,iYAR066W_222039,False,1,4.0,0.484,YFR030W_MET10_214294
272,YAR068W_YAR068W_222809,False,1,0.0,0.49700000000000005,YDR456W_NHX1_1369297
273,iYAR068W_222991,False,0,2.0,0.484,iYIL156W_51442
274,iTELR-Chr1_229352,False,1,1.0,0.633,iYHR216W_555983
275,iTELR-Chr1_229852,False,0,3.0,0.5,YIR019C_MUC1_392781
276,iYBLWdelta1_9430,False,0,4.0,0.648,iYCLWdelta4_90753
277,itL(UAA)B1_9724,False,0,0.0,0.642,itL(UAA)B1_9833
278,itL(UAA)B1_9833,False,0,1.0,0.642,itL(UAA)B1_9724
279,YBL106C_SRO77_10960,False,1,2.0,0.495,YDR522C_SPS2_1484025
280,YBL105C_PKC1_15849,False,1,3.0,0.502,YNL118C_DCP2_403410
281,YBL104C_YBL104C_18412,False,1,4.0,0.48200000000000004,YKL120W_OAC1_217815
282,YBL104C_YBL104C_20981,False,1,0.0,0.485,YOR171C_LCB4_652055
283,iYBL104C_21772,False,0,2.0,0.504,YNL021W_HDA1_594893
284,iYBL104C_21952,False,0,3.0,0.501,YER022W_SRB4_200203
285,YBL103C_RTG3_23044,False,1,1.0,0.483,YBL088C_TEL1_58466
286,iYBL103C_23538,False,1,2.0,0.498,YOR111W_YOR111W_530733
287,iYBL103C_23986,False,1,3.0,0.5379999999999999,YBL102W_SFT2_24136
288,YBL102W_SFT2_24136,False,1,4.0,0.5379999999999999,iYBL103C_23986
289,YBL102W_SFT2_24666,False,1,0.0,0.49700000000000005,iYGRCdelta17_574991
290,iYBL102W_24853,False,0,4.0,0.48700000000000004,itS(AGA)J_524218
291,YBL101C_ECM21_27562,False,1,1.0,0.488,YGR274C_TAF1_1042976
292,YBL101C_ECM21_27816,False,1,2.0,0.485,YJR111C_YJR111C_635902
293,YBL101C_ECM21_28082,False,1,3.0,0.49,YFL055W_AGP3_17444
294,iYBL101C_28258,False,1,4.0,0.485,YDR495C_VPS3_1439050
295,iYBL101W-C_28850,False,0,0.0,0.495,iYOR058C_437945
296,iYBL101W-C_29119,False,0,1.0,0.485,YPR074C_TKL1_693792
297,iYBLWTy2-1_35691,False,0,2.0,0.5670000000000001,iYFLWTy2-1_143932
298,iYBLWtau1_36325,False,0,3.0,0.5379999999999999,iYERCtau2_354832
299,itF(GAA)B_36605,False,0,4.0,0.47600000000000003,iYLR354C_837758
300,iYBL099W_38776,False,0,0.0,0.49700000000000005,iYIL125W_125778
301,YBL098W_BNA4_39616,False,1,0.0,0.498,iYHR154W_406275
302,YBL098W_BNA4_39841,False,1,1.0,0.49700000000000005,YPL198W_RPL7B_173879
303,YBL098W_BNA4_40168,False,1,2.0,0.508,YPR184W_GDB1_905522
304,YBL097W_BRN1_41176,False,1,3.0,0.493,iYIR033W_419562
305,YBL097W_BRN1_41709,False,0,1.0,0.512,iYPL103C_359417
306,YBL097W_BRN1_42551,False,0,2.0,0.495,YDR198C_YDR198C_853415
307,iYBL097W_43038,False,0,3.0,0.488,iYNL118C_405612
308,YBL093C_ROX3_44477,False,1,4.0,0.502,iYDL097C_286702
309,YBL093C_ROX3_44808,False,1,0.0,0.484,YGR262C_BUD32_1017019
310,iYBL093C_45147,False,0,4.0,0.475,YPL233W_NSL1_106573
311,iYBL093C_45342,False,0,0.0,0.48700000000000004,YPR115W_YPR115W_757589
312,iYBL093C_45671,False,0,1.0,0.502,iYKR008W_453884
313,iYBL093C_45873,False,0,2.0,0.496,YDR475C_JIP4_1407900
314,YBL092W_RPL32_46078,False,0,3.0,0.485,YPL224C_MMT2_127118
315,YBL092W_RPL32_46261,False,0,4.0,0.49200000000000005,YPR168W_NUT2_878323
316,iYBL092W_46541,False,0,0.0,0.493,YFL026W_STE2_83234
317,YBL091C_MAP2_47819,False,1,1.0,0.502,YOR202W_HIS3_722493
318,YBL091C_MAP2_48396,False,1,2.0,0.508,YJL109C_UTP10_215822
319,iYBL091C_48634,False,1,3.0,0.493,iYKLCdelta6_313567
320,YBL090W_MRP21_48917,False,1,4.0,0.49200000000000005,YBR200W_BEM1_620846
321,YBL090W_MRP21_49135,False,1,0.0,0.498,YML111W_BUL2_49180
322,YBL089W_AVT5_49690,False,1,1.0,0.485,YOL011W_PLB3_306297
323,YBL089W_AVT5_49940,False,1,2.0,0.49700000000000005,iYGR192C_884076
324,YBL088C_TEL1_53687,False,0,1.0,0.508,iYHR079C_262028
325,YBL088C_TEL1_58265,False,0,2.0,0.51,YBR140C_IRA1_522000
326,YBL088C_TEL1_58466,False,0,3.0,0.514,iYLL026W_91740
327,iYBL088C_59710,False,0,4.0,0.49700000000000005,iYKR055W_548989
328,YBL087C_RPL23A_60170,False,0,0.0,0.495,YOR347C_PYK2_985140
329,YBL087C_RPL23A_60531,False,0,1.0,0.49700000000000005,iYOL158C_22373
330,iYBL087C_60781,False,0,2.0,0.623,iYBL087C_60897
331,iYBL087C_60897,False,0,3.0,0.623,iYBL087C_60781
332,iYBL087C_61134,False,0,4.0,0.7240000000000001,YBL086C_YBL086C_61214
333,YBL086C_YBL086C_61214,False,0,0.0,0.7240000000000001,iYBL087C_61134
334,iYBL086C_63302,False,0,1.0,0.486,YHR056C_RSC30_217178
335,iYBL086C_63483,False,0,2.0,0.483,YFR002W_NIC96_152020
336,YBL085W_BOI1_63932,False,1,3.0,0.489,YCR004C_YCP4_119873
337,YBL085W_BOI1_65254,False,1,4.0,0.49700000000000005,iYKL001C_439692
338,iYBL085W_67083,False,0,3.0,0.513,iYGL256W_17255
339,YBL084C_CDC27_67923,False,0,4.0,0.499,iYIL167W_30414
340,YBL084C_CDC27_68397,False,1,0.0,0.501,YPR042C_PUF2_650598
341,YBL084C_CDC27_68709,False,1,1.0,0.706,YBL084C_CDC27_68795
342,YBL084C_CDC27_68795,False,1,2.0,0.706,YBL084C_CDC27_68709
343,YBL084C_CDC27_69250,False,1,3.0,0.5,YLR381W_CTF3_880676
344,iYBL084C_69457,False,1,4.0,0.485,YNL041C_COG6_549793
345,YBL082C_RHK1_69955,False,1,0.0,0.695,YBL082C_RHK1_70045
346,YBL082C_RHK1_70045,False,1,1.0,0.695,YBL082C_RHK1_69955
347,YBL082C_RHK1_70431,False,1,2.0,0.484,YDL161W_ENT1_168539
