,AC,priority,label-val,between_connectivity,cluster,max_ident_other,closest_other
310,P97438-2,False,0,0,3.0,0.207,Q8LIN5
311,Q9V5N8,False,0,0,2.0,0.16,A2A9C3
312,Q9R1N9,False,0,0,3.0,0.223,P04280
313,P16234,False,0,0,4.0,0.207,P21709
314,P37023,False,0,0,0.0,0.255,P37173
315,O04714,False,0,0,1.0,0.203,P35374
316,Q75HB1,False,0,0,2.0,0.252,O94639
317,P28222,False,0,0,2.0,0.271,O14804
318,F4K4R6,False,0,0,2.0,0.18899999999999997,P47735
319,P30606,False,0,0,1.0,0.242,Q9FMX3
320,D2XNR1,False,0,0,2.0,0.218,O61491
321,P23975,False,0,0,4.0,0.255,O76689
322,Q68D85,False,0,0,4.0,0.207,Q86UN2
323,Q86UN2,False,0,0,0.0,0.207,Q68D85
324,Q6VV64,False,0,0,1.0,0.2,Q9Y7R5
325,Q2M3G0,False,0,0,1.0,0.19899999999999998,Q9P5N0
326,Q8LCS8,False,0,0,0.0,0.215,P17341
327,Q13733,False,0,0,3.0,0.27,Q12691
328,Q9LZH5,False,0,0,2.0,0.207,Q9NTK1
329,Q08905,False,0,0,1.0,0.239,P32791
330,Q06611,False,0,0,3.0,0.254,Q6Z2T3
331,Q9SSL9,False,0,0,1.0,0.256,P43298
332,Q0VGW6,False,0,0,4.0,0.23,Q9WVL3
333,Q9XF58,False,0,0,3.0,0.244,Q9SV84
334,C0LGH2,False,0,0,3.0,0.28600000000000003,Q9M2Z1
335,Q9BYW1,False,0,0,2.0,0.262,P38142
336,P41809,False,0,0,4.0,0.23399999999999999,P32334
337,Q8IWT1,False,0,0,3.0,0.237,P25189
338,Q8TDN1,False,0,0,3.0,0.235,P25122
339,P04001,False,0,0,2.0,0.243,Q99788
340,Q9HBL7,False,0,0,4.0,0.207,Q3SYS1
341,Q9UGH3,False,0,0,1.0,0.287,Q0WPE9
342,P52569,False,0,0,0.0,0.191,Q8RXN0
343,Q8K299,False,0,0,2.0,0.2,P49753
344,P15384,False,0,0,3.0,0.29,P22462-3
345,P54867,False,0,0,2.0,0.249,P36027
346,Q9PVZ4,False,0,0,3.0,0.185,Q9UM73
347,P0CC10,False,0,0,1.0,0.223,Q9D1T0
348,P53955,False,0,0,2.0,0.209,Q06108
349,Q9JI58,False,0,0,3.0,0.253,B1B212
350,Q6ZTQ4,False,0,0,3.0,0.2,O88689
351,P25105,False,0,0,3.0,0.295,Q9H244
352,A1A5B4,False,0,0,1.0,0.192,Q9NW15
353,P41145,False,0,0,0.0,0.271,P32246
354,Q8IU80,False,0,0,4.0,0.21899999999999997,P00747
355,Q9LV48,False,0,0,3.0,0.272,Q93ZS4
356,O00270,False,0,0,2.0,0.28300000000000003,O14842
357,Q9D103,False,0,0,0.0,0.22699999999999998,Q3E790
358,Q86V24,False,0,0,1.0,0.226,Q6TCH7
359,Q8IZP1,False,0,0,4.0,0.19399999999999998,Q6RFH8
360,Q99250,False,0,0,0.0,0.2,P15381
361,Q9NYB5,False,0,0,2.0,0.264,Q71MB6
362,Q8IZP9,False,0,0,2.0,0.284,Q86SQ4
363,A8IJF8,False,0,0,1.0,0.195,Q62178
364,Q9VJ83,False,0,0,4.0,0.209,O13970
365,Q9ZSA2,False,0,0,1.0,0.259,O65554
366,P69744,False,0,0,3.0,0.254,Q9HBA0-5
367,Q12691,False,0,0,4.0,0.278,P98194
368,Q8GXN2,False,0,0,1.0,0.23,Q924V4
369,Q9JHL0,False,0,0,1.0,0.217,Q96NZ9
370,Q9SKB2,False,0,0,0.0,0.247,Q9M3D8
371,P92949,False,0,0,0.0,0.18899999999999997,Q12333
372,O88667,False,0,0,2.0,0.218,Q6IMB1
373,Q9GZC8,False,0,0,2.0,0.225,Q8NBJ9
374,P30939,False,0,0,2.0,0.28300000000000003,P31390
375,P08913,False,0,0,2.0,0.26,P30546
376,Q8R4F1,False,0,0,0.0,0.212,Q9HB63
377,Q8VZQ5,False,0,0,0.0,0.287,Q9UHI7
378,C0HJJ0,False,0,0,1.0,0.263,P69391
379,P41930,False,0,0,2.0,0.185,Q9SFE9
380,Q9JIL4,False,0,0,4.0,0.20199999999999999,Q8IYJ3
381,P82251,False,0,0,1.0,0.215,Q8W4K3
382,P29972,False,0,0,3.0,0.249,Q6Z2T3
383,P82252,False,0,0,1.0,0.20800000000000002,Q9P3E8
384,Q0WPE9,False,0,0,0.0,0.28800000000000003,Q3E7D0
385,O88689,False,0,0,2.0,0.2,Q6ZTQ4
386,P52803,False,0,0,3.0,0.207,Q9EQF4
387,P31390,False,0,0,4.0,0.299,P30940
388,Q93VD3,False,0,0,0.0,0.28,O61661
389,Q9Z1A5,False,0,0,2.0,0.201,Q9UBE0
390,Q9LTB8,False,0,0,4.0,0.214,Q9P032
391,Q9Y2T6,False,0,0,3.0,0.271,P43657
392,Q8L7S6,False,0,0,1.0,0.249,D4AUH6
393,Q84JQ4,False,0,0,0.0,0.259,C0LGP9
394,O49545,False,0,0,1.0,0.284,C0LGH3
395,Q8IWB1,False,0,0,0.0,0.196,Q12406
396,S4X0Q8,False,0,0,2.0,0.191,O60242
397,Q6Q629,False,0,0,3.0,0.29100000000000004,B2D0J4
398,A6BM72,False,0,0,0.0,0.192,P35590
399,Q9EQF4,False,0,0,0.0,0.207,P52803
400,O00478,False,0,0,4.0,0.20600000000000002,Q9BVG3
401,Q90674,False,0,0,2.0,0.222,P0CC10
402,Q9S7I6,False,0,0,1.0,0.265,Q9ZRF9
403,Q9SN38,False,0,0,4.0,0.239,Q9SSD1
404,Q9UM01,False,0,0,1.0,0.207,O64759
405,P22723,False,0,0,4.0,0.188,P54244
406,P49682-2,False,0,0,0.0,0.287,P51681
407,O35158,False,0,0,1.0,0.183,Q96RD9
408,Q9FMX3,False,0,0,2.0,0.27899999999999997,Q8VZR6
409,Q9FMF5,False,0,0,4.0,0.185,Q9C552
410,Q8T5S1,False,0,0,0.0,0.24100000000000002,G5EBK1
411,Q9DF69,False,0,0,2.0,0.20600000000000002,O88939
412,Q801D8,False,0,0,4.0,0.204,Q6TCG8
413,P32300,False,0,0,0.0,0.282,P32246
414,Q61006,False,0,0,0.0,0.245,P09581
415,Q9ZNQ8,False,0,0,3.0,0.268,Q9XIC7
416,C0LGH3,False,0,0,3.0,0.298,Q9M2Z1
417,O23492,False,0,0,1.0,0.257,A9ZSY3
418,Q93ZS4,False,0,0,0.0,0.278,O80939
419,Q61003,False,0,0,2.0,0.191,Q96EB6
420,Q9NQA5,False,0,0,3.0,0.263,Q9HBA0-5
421,G5EBR8,False,0,0,2.0,0.217,Q6P1K2
422,C0LGF4,False,0,0,0.0,0.265,Q9M9E0
423,Q6ZG85,False,0,0,4.0,0.257,Q10177
424,P46408,False,0,0,2.0,0.264,Q8MKK4
425,Q9LV10,False,0,0,1.0,0.23199999999999998,Q8IY34
426,P40879,False,0,0,4.0,0.217,A8J6J0
427,Q17328,False,0,0,4.0,0.192,P16301
428,P28221,False,0,0,2.0,0.28800000000000003,O14804
429,Q9UGM1,False,0,0,4.0,0.266,O76554
430,Q80YF9,False,0,0,3.0,0.19699999999999998,O35615
431,Q9LY03,False,0,0,1.0,0.275,Q9SCT4
432,O17386,False,0,0,0.0,0.207,Q9H6D3
433,P38925,False,0,0,1.0,0.255,Q6ZG85
434,P38928,False,0,0,2.0,0.196,B6EY09
435,Q96L08,False,0,0,3.0,0.21899999999999997,Q8TG42
436,P36898,False,0,0,0.0,0.251,P37173
437,Q9UIA0,False,0,0,0.0,0.20800000000000002,Q8BKY8
438,Q9ZPR4,False,0,0,2.0,0.20800000000000002,Q06266
439,Q6UVW9,False,0,0,2.0,0.23399999999999999,D3W0D1
440,P40485,False,0,0,2.0,0.204,P33417
441,Q9SUP0,False,0,0,3.0,0.292,Q9FE29
442,P10823,False,0,0,0.0,0.195,P34808
443,O70507,False,0,0,3.0,0.19,Q9ULT6
444,Q925H0,False,0,0,1.0,0.22,P37091
445,Q96A54,False,0,0,1.0,0.264,Q6TCG8
446,Q9NY37,False,0,0,1.0,0.226,P37091
447,Q8IWE4,False,0,0,2.0,0.205,Q96398
448,Q8H8V7,False,0,0,0.0,0.24600000000000002,Q9C8K2
449,Q9SX98,False,0,0,3.0,0.205,Q42400
450,Q6ZSM3,False,0,0,1.0,0.222,Q3U9N9
451,P35735,False,0,0,4.0,0.187,O35173
452,P63212,False,0,0,2.0,0.233,D2Y171
453,P14416,False,0,0,2.0,0.263,P35367
454,Q9H7M9,False,0,0,4.0,0.223,Q8R1J9
455,Q944G5,False,0,0,1.0,0.223,Q924V4
456,O49660,False,0,0,2.0,0.289,Q9SIA5
457,Q9EPZ7,False,0,0,2.0,0.259,Q71MB6
458,Q13564,False,0,0,2.0,0.2,Q9UBE0
459,Q864R9,False,0,0,0.0,0.22699999999999998,P26362
460,Q62875,False,0,0,1.0,0.292,Q7Z6M3
461,Q9FE29,False,0,0,2.0,0.292,Q9SUP0
462,O04532,False,0,0,3.0,0.192,Q5M775-3
463,Q9BXB1,False,0,0,2.0,0.21,Q9QUK6
464,Q9C888,False,0,0,1.0,0.184,Q07799
465,Q9JLB9,False,0,0,2.0,0.272,Q9JKF6
466,Q6L8G0,False,0,0,2.0,0.255,O94639
467,Q6QLQ4,False,0,0,4.0,0.268,Q5QGZ9
468,P43657,False,0,0,2.0,0.281,P97468
469,P34886,False,0,0,3.0,0.204,P51170
470,Q9SIA5,False,0,0,4.0,0.298,Q9LE20
471,Q9VVX3,False,0,0,3.0,0.18899999999999997,Q66K79
472,P35499,False,0,0,0.0,0.21100000000000002,P15381
473,P35498,False,0,0,0.0,0.195,P15381
