,AC,priority,label-val,between_connectivity,cluster,max_ident_other,closest_other
36,P91623,False,0,0,4.0,0.29600000000000004,Q9SJZ7
37,Q9FV81,False,0,0,1.0,0.293,Q9R1L5
38,Q9UT77,False,0,0,1.0,0.28600000000000003,B6RLX2
39,P49027,False,0,0,1.0,0.295,O13754
40,O42248,False,0,0,1.0,0.27699999999999997,Q4QMG3
41,Q9M365,False,0,0,1.0,0.276,Q8WUQ7
42,Q09312,False,0,0,1.0,0.29100000000000004,Q84K52
43,Q2VWH6,False,0,0,2.0,0.298,Q9Y399
44,Q8BY35,False,0,0,1.0,0.28,P49406
45,Q945P0,False,0,0,0.0,0.299,O82277
46,Q5HY92,False,0,0,1.0,0.27899999999999997,P28297
47,Q8NFG4,False,0,0,4.0,0.29100000000000004,Q9BQB4
48,Q9LGE3,False,0,0,3.0,0.268,P01763
49,F4IMQ0,False,0,0,1.0,0.284,Q9CA86
50,O35943,False,0,0,4.0,0.29100000000000004,P14770
51,Q3E7I5,False,0,0,4.0,0.282,Q9SWG3
52,Q6NQJ7,False,0,0,1.0,0.28,O65312
53,Q5TBA9,False,0,0,4.0,0.282,P53615
54,O95073,False,0,0,1.0,0.293,Q9LQF2
55,Q16658,False,0,0,0.0,0.276,Q9BPY3
56,Q05015,False,0,0,3.0,0.282,Q8ZQ08
57,Q75W17,False,0,0,4.0,0.29600000000000004,Q9CAF4
58,Q9H469,False,0,0,0.0,0.29600000000000004,O60478
59,Q6P050,False,0,0,1.0,0.29100000000000004,O74558
60,Q9UTG6,False,0,0,1.0,0.299,Q02VE3
61,Q9CZS3,False,0,0,1.0,0.287,Q40478
62,Q9QY14,False,0,0,4.0,0.297,Q13895
63,Q9I9E1,False,0,0,1.0,0.29100000000000004,Q58EE9
64,O43524,False,0,0,4.0,0.29600000000000004,Q922B9
65,Q8W035,False,0,0,1.0,0.293,Q92979
66,Q14331,False,0,0,1.0,0.293,P51835
67,P42685,False,0,0,1.0,0.299,B2VEI1
68,Q9UTP3,False,0,0,1.0,0.28600000000000003,P08018
69,Q42545,False,0,0,4.0,0.28800000000000003,P42777
70,Q9UTI1,False,0,0,1.0,0.263,Q9P7M4
71,Q8N1E6,False,0,0,1.0,0.299,Q9UK96
72,P04406,False,0,0,3.0,0.276,P20695
73,Q06179,False,0,0,1.0,0.262,O34853
74,Q9NFU0,False,0,0,3.0,0.284,Q99969
75,P32785,False,0,0,1.0,0.28800000000000003,P0CL65
76,A2RVV7,False,0,0,1.0,0.282,P36004
77,O04862,False,0,0,1.0,0.299,O43007
78,Q70KY4,False,0,0,4.0,0.275,Q6Q3H2
79,Q9P7X3,False,0,0,1.0,0.28800000000000003,O13796
80,Q86XJ1,False,0,0,1.0,0.294,O60285
81,P24522,False,0,0,1.0,0.289,P49638
82,Q08605,False,0,0,4.0,0.28,Q50EK2
83,Q6YWF1,False,0,0,1.0,0.273,O43374
84,Q8LK61,False,0,0,1.0,0.29100000000000004,P80549
85,P14234,False,0,0,1.0,0.28800000000000003,O74857
86,Q9SFV2,False,0,0,0.0,0.28600000000000003,Q12173
87,O89106,False,0,0,1.0,0.28800000000000003,F4JLC1
88,Q9WTX7,False,0,0,1.0,0.265,Q2NME3
89,Q2V2M9,False,0,0,1.0,0.27699999999999997,P18946
90,Q9LT47,False,0,0,1.0,0.282,Q10313
91,O74191,False,0,0,1.0,0.28800000000000003,P39956
92,Q8K4T4,False,0,0,3.0,0.293,Q9FV49
93,Q96330,False,0,0,1.0,0.276,Q8H7F6
94,Q80TD3,False,0,0,0.0,0.28600000000000003,Q9P6K4
95,Q0VG06,False,0,0,0.0,0.299,Q9NX62
96,Q8LPQ9,False,0,0,4.0,0.284,P45970
97,Q6GLS8,False,0,0,1.0,0.297,B0FRH7
98,Q03002,False,0,0,1.0,0.28,Q86BJ3
99,P70339,False,0,0,1.0,0.27699999999999997,Q924W5
100,P08417,False,0,0,4.0,0.268,Q924W6
101,Q5BJ56,False,0,0,3.0,0.27699999999999997,Q9Y2R9
102,O14276,False,0,0,1.0,0.28600000000000003,O14039
103,Q920R4,False,0,0,3.0,0.28800000000000003,Q9Y2T7
104,Q3UCQ1,False,0,0,4.0,0.287,Q9ULQ0
105,P58012,False,0,0,4.0,0.29100000000000004,Q9FIJ4
106,Q8K3Q3,False,0,0,1.0,0.282,P39016
107,Q9R1E0,False,0,0,4.0,0.27699999999999997,O14019
108,Q95V55,False,0,0,1.0,0.299,Q9JLM4
109,Q9H334,False,0,0,1.0,0.295,Q07362
110,Q07825,False,0,0,4.0,0.273,Q3UZ18
111,Q16595,False,0,0,4.0,0.295,Q9SJM4
112,Q07540,False,0,0,1.0,0.297,O04294
113,P97376,False,0,0,1.0,0.289,Q99207
114,Q5SYB0,False,0,0,1.0,0.295,Q9P246
115,Q9M8J3,False,0,0,4.0,0.27699999999999997,O35231
116,D3ZXW3,False,0,0,1.0,0.28,Q9LQF2
117,P38777,False,0,0,1.0,0.284,Q9VFS5
118,Q9DEN4,False,0,0,4.0,0.28,P33419
119,Q9CZV8,False,0,0,2.0,0.29100000000000004,Q9ULV4
120,Q8C7B6,False,0,0,1.0,0.284,P25379
121,P51114,False,0,0,3.0,0.276,Q9Y2R9
122,Q9UQC2,False,0,0,1.0,0.29100000000000004,Q96FF9
123,P17649,False,0,0,1.0,0.267,Q2TB02
124,Q9QVC8,False,0,0,4.0,0.3,P32634
125,Q15007,False,0,0,4.0,0.289,Q9UHR4
126,P53889,False,0,0,1.0,0.289,O94398
127,P36141,False,0,0,1.0,0.273,Q9US43
128,P55318,False,0,0,3.0,0.299,P22561
129,Q9Y261,False,0,0,3.0,0.28,Q9BXB5
130,O16850,False,0,0,1.0,0.27399999999999997,B2RHG3
131,Q99JB6,False,0,0,4.0,0.294,Q9UGC7
132,F4J2K2,False,0,0,1.0,0.278,P18791
133,Q96NE9,False,0,0,1.0,0.26,Q9NZD1
134,P36088,False,0,0,1.0,0.278,Q42379
135,Q3EBQ3,False,0,0,1.0,0.28600000000000003,Q9SWG3
136,Q9ZVC9,False,0,0,1.0,0.28600000000000003,P40201
137,Q9S793,False,0,0,1.0,0.28800000000000003,Q86DA5
138,Q92945,False,0,0,4.0,0.272,Q8NEP3
139,Q9PRJ8,False,0,0,0.0,0.284,Q9D030
140,O15117,False,0,0,4.0,0.278,Q9LZP9
141,Q8VZS9,False,0,0,4.0,0.293,Q9M4A1
142,Q32M02,False,0,0,0.0,0.29600000000000004,Q3KR16
143,O36024,False,0,0,1.0,0.28,Q8L7S9
144,P40099,False,0,0,4.0,0.268,Q07980
145,Q68CZ1,False,0,0,3.0,0.289,P40522
146,Q8BGW1,False,0,0,3.0,0.28,P55145
147,Q9GPZ7,False,0,0,1.0,0.28800000000000003,Q9SQI8
148,Q12247,False,0,0,1.0,0.299,P89886
149,Q8GVZ6,False,0,0,3.0,0.29100000000000004,Q0WQE7
150,Q8TAE8,False,0,0,4.0,0.3,Q9LDE4
151,P83780,False,0,0,1.0,0.29600000000000004,Q14191
152,Q61169,False,0,0,4.0,0.29100000000000004,Q80TD3
153,P33893,False,0,0,1.0,0.29100000000000004,Q9ASS6
154,Q9FWR5,False,0,0,1.0,0.28600000000000003,P53742
155,P15442,False,0,0,1.0,0.27699999999999997,Q08492
156,Q96RT7,False,0,0,1.0,0.293,P30822
157,O46567,False,0,0,4.0,0.29100000000000004,Q6NNI3
158,Q9SY66,False,0,0,1.0,0.284,O14174
159,Q5UBY2,False,0,0,1.0,0.295,P36534
160,Q8N4E7,False,0,0,4.0,0.29600000000000004,B0RT13
161,Q8CG73,False,0,0,3.0,0.298,P25441
162,P35637,False,0,0,0.0,0.293,Q9QWL7
163,O74972,False,0,0,1.0,0.293,Q9M7T0
164,Q8L3Z8,False,0,0,4.0,0.29100000000000004,Q4Z8K6
165,Q7L622,False,0,0,1.0,0.272,A0QYB3
166,Q9FX54,False,0,0,3.0,0.293,Q0VG06
167,O59812,False,0,0,1.0,0.272,Q99714
168,Q9W3Y4,False,0,0,1.0,0.273,P30859
169,Q04739,False,0,0,1.0,0.27699999999999997,O74454
170,F4JV80,False,0,0,4.0,0.26899999999999996,Q9QZM5
171,Q8WUU5,False,0,0,4.0,0.272,P13002
172,Q84P53,False,0,0,1.0,0.28600000000000003,Q62688
173,Q8SY33,False,0,0,1.0,0.284,O02193
174,P62879,False,0,0,1.0,0.282,P70032
175,Q5GIS3,False,0,0,1.0,0.293,Q5F1R6
176,P30793,False,0,0,1.0,0.298,Q99KK2
177,H2L099,False,0,0,4.0,0.275,Q9SUT5
178,Q8LSN3,False,0,0,1.0,0.275,E1BTG2
179,P42776,False,0,0,4.0,0.259,P34122
180,Q9HDV9,False,0,0,4.0,0.298,P08067
181,O80988,False,0,0,1.0,0.275,Q9LIS2
182,Q9VRJ0,False,0,0,3.0,0.28,Q9BX59
183,P38812,False,0,0,1.0,0.272,P54730
184,P30047,False,0,0,1.0,0.282,Q9BYG8
185,Q9LR30,False,0,0,1.0,0.284,Q680Q4
186,P40208,False,0,0,1.0,0.27399999999999997,P58362
187,P38783,False,0,0,1.0,0.28600000000000003,Q9M0S5
188,O13837,False,0,0,1.0,0.265,P31378
189,Q8CA72,False,0,0,4.0,0.293,Q43187
190,Q5JY77,False,0,0,3.0,0.275,P70354
191,Q9LRH6,False,0,0,1.0,0.284,B0KND8
192,P43694,False,0,0,4.0,0.298,Q91VJ2
193,Q94CE5,False,0,0,1.0,0.276,O99019
194,Q10282,False,0,0,1.0,0.29600000000000004,Q8VZD4
195,P42775,False,0,0,4.0,0.284,P07596
196,P38011,False,0,0,1.0,0.299,Q9M2Z2
197,Q9SMN1,False,0,0,1.0,0.28800000000000003,Q86WQ0
198,P16068,False,0,0,1.0,0.273,O43065
199,Q06625,False,0,0,1.0,0.294,O83469
200,P39958,False,0,0,1.0,0.29100000000000004,Q9UUH5
201,P39993,False,0,0,1.0,0.293,Q03654
202,Q09733,False,0,0,1.0,0.28800000000000003,P46919
203,Q9VVX0,False,0,0,1.0,0.28,Q9SVC6
204,Q9H840,False,0,0,4.0,0.293,E5FYH1
205,P55163,False,0,0,1.0,0.28,Q13342
206,Q9P7R5,False,0,0,1.0,0.282,Q8TF46
207,Q9M0A7,False,0,0,3.0,0.27399999999999997,P47068
208,Q9LUD9,False,0,0,1.0,0.29600000000000004,Q9SIM9
209,Q7XAK4,False,0,0,4.0,0.299,Q9SHS7
210,P27469,False,0,0,1.0,0.284,Q9BXY8
211,P00360,False,0,0,3.0,0.267,P82925
212,Q8H103,False,0,0,4.0,0.3,Q99LH2
213,Q92908,False,0,0,4.0,0.28,O15169
214,A6NHX0,False,0,0,1.0,0.27899999999999997,O75004
215,Q84P54,False,0,0,1.0,0.295,Q487G4
216,P97265,False,0,0,2.0,0.28600000000000003,P13984
217,Q9H227,False,0,0,2.0,0.282,Q9NTG7
218,P49177,False,0,0,1.0,0.297,O77932
219,P42777,False,0,0,2.0,0.295,Q42529
220,Q9SJU9,False,0,0,4.0,0.295,Q8NF37
221,Q94AU7,False,0,0,1.0,0.295,Q58WW2
222,Q27403,False,0,0,1.0,0.26899999999999996,P36917
223,P33892,False,0,0,1.0,0.289,Q56A24
224,Q94B78,False,0,0,1.0,0.27699999999999997,P40228
225,Q9C104,False,0,0,1.0,0.28600000000000003,P87133
226,P52566,False,0,0,3.0,0.28,Q8MPQ7
227,Q8TEQ6,False,0,0,4.0,0.28800000000000003,Q8TCT0
228,Q03555,False,0,0,1.0,0.29100000000000004,Q9UBK2
229,Q8GWW8,False,0,0,1.0,0.295,P22557
230,O70237,False,0,0,3.0,0.28800000000000003,P53893
231,Q8RWE8,False,0,0,1.0,0.28,P58294
232,Q9LQT8,False,0,0,4.0,0.256,Q9MA79
233,P28007,False,0,0,4.0,0.295,Q8BHN1
234,P11862,False,0,0,1.0,0.278,Q8R0L1
235,Q9ZPQ3,False,0,0,1.0,0.28600000000000003,P34802
236,Q8WXD5,False,0,0,1.0,0.27399999999999997,Q05344
237,P34802,False,0,0,4.0,0.28600000000000003,Q9ZPQ3
238,Q9STX3,False,0,0,1.0,0.27699999999999997,Q9ES19
239,Q641A1,False,0,0,1.0,0.289,O22870
240,Q6DFA8,False,0,0,1.0,0.28600000000000003,Q9UUA2
241,P34689,False,0,0,4.0,0.264,A2ZDX9
242,Q8K1M4,False,0,0,4.0,0.292,Q9NXR7
243,P00359,False,0,0,3.0,0.282,P52569
244,Q9M350,False,0,0,1.0,0.282,Q940Q3
245,Q7XJ96,False,0,0,1.0,0.293,Q08490
246,Q9H0R6,False,0,0,1.0,0.289,Q80TH2
247,Q8WTX7,False,0,0,1.0,0.293,P02662
248,Q84P52,False,0,0,1.0,0.299,P25626
249,P35573,False,0,0,1.0,0.27899999999999997,Q70DJ5
250,Q9USN5,False,0,0,1.0,0.284,P59169
251,Q99PT1,False,0,0,3.0,0.28800000000000003,Q01560
252,Q32NR9,False,0,0,1.0,0.262,Q39161
253,Q9SSQ4,False,0,0,1.0,0.294,Q5EAW4
254,P40492,False,0,0,1.0,0.282,O74342
255,Q9WUU9,False,0,0,0.0,0.284,O23523
256,P17679,False,0,0,4.0,0.293,Q8BGQ2
257,Q14397,False,0,0,1.0,0.293,A0R006
258,P06536,False,0,0,4.0,0.3,Q8BVZ1
259,A3C6G9,False,0,0,4.0,0.29100000000000004,Q9SLY8
260,Q02979,False,0,0,1.0,0.293,P23403
261,P83774,False,0,0,1.0,0.298,Q9P0M9
262,Q9C6B3,False,0,0,1.0,0.282,A2AP18
263,Q09785,False,0,0,1.0,0.293,O94441
264,Q9TU03,False,0,0,3.0,0.28,O14224
265,A4FVR1,False,0,0,1.0,0.28800000000000003,Q8K339
266,Q9Y2X7,False,0,0,1.0,0.293,P35372
267,P27900,False,0,0,3.0,0.28,Q9M2X3
268,O13702,False,0,0,1.0,0.27699999999999997,O00519
269,P47011,False,0,0,4.0,0.295,P27611
270,Q93YV0,False,0,0,1.0,0.295,P48527
271,Q7L5D6,False,0,0,4.0,0.28800000000000003,Q9ULQ0
272,O22043,False,0,0,1.0,0.276,O02039
273,O59703,False,0,0,1.0,0.282,O94560
274,Q9NWU2,False,0,0,1.0,0.273,Q9NVI1
275,Q12418,False,0,0,1.0,0.273,Q9ZUY3
276,P30627,False,0,0,2.0,0.284,Q9U3C8
277,P91420,False,0,0,1.0,0.282,O82662
278,Q12315,False,0,0,1.0,0.297,Q9SAL0
279,Q61602,False,0,0,4.0,0.27,Q7M6Y5
280,O22287,False,0,0,4.0,0.293,O96059
281,Q9FMV1,False,0,0,1.0,0.282,O15273
282,P16383,False,0,0,4.0,0.28800000000000003,Q8TD19
283,Q9SGA2,False,0,0,1.0,0.292,Q9BZS1
284,O59679,False,0,0,1.0,0.27899999999999997,Q8K3V4
285,Q8IS21,False,0,0,1.0,0.278,Q70GP4
286,D3YN49,False,0,0,1.0,0.273,O15455
287,O74432,False,0,0,1.0,0.28600000000000003,O95848
288,Q6L545,False,0,0,1.0,0.29600000000000004,Q09511
289,O02658,False,0,0,1.0,0.28600000000000003,Q8VHT6
290,O23647,False,0,0,4.0,0.29100000000000004,Q8H0V5
291,Q0VGT2,False,0,0,3.0,0.282,Q2TB02
292,Q6XP49,False,0,0,1.0,0.293,O14763
293,Q9ZST4,False,0,0,4.0,0.27899999999999997,Q556R7
294,P39732,False,0,0,1.0,0.29100000000000004,P53251
295,P48727,False,0,0,1.0,0.278,O74845
296,Q9VD44,False,0,0,4.0,0.282,Q97VC2
297,G5EFL0,False,0,0,0.0,0.297,Q20085
298,Q0WPZ7,False,0,0,1.0,0.273,P20009
299,O94652,False,0,0,1.0,0.268,P38313
300,Q43127,False,0,0,4.0,0.289,P36589
301,P32288,False,0,0,1.0,0.28600000000000003,P18248
302,Q10CE4,False,0,0,1.0,0.26899999999999996,P22227
303,Q9LU39,False,0,0,1.0,0.284,Q9FZD1
304,Q96IJ6,False,0,0,4.0,0.299,P0ACC7
305,P25157,False,0,0,1.0,0.27,Q9M280
306,P29348,False,0,0,2.0,0.297,Q7Z991
307,Q03557,False,0,0,1.0,0.293,B7F8P5
308,O75879,False,0,0,4.0,0.28600000000000003,Q9BQC6
309,P53260,False,0,0,1.0,0.278,A2AUU0
310,P36408,False,0,0,1.0,0.273,Q8RWL0
311,O24456,False,0,0,1.0,0.297,Q9S3R8
312,P04150,False,0,0,4.0,0.28800000000000003,Q9Z2D8
313,Q12125,False,0,0,4.0,0.289,Q9ESN0
314,Q04839,False,0,0,4.0,0.295,Q9HE01
315,Q9N658,False,0,0,4.0,0.275,Q8W234
316,Q12263,False,0,0,4.0,0.293,Q9LDX1
317,Q03833,False,0,0,4.0,0.273,A1Z7A8
318,O35826,False,0,0,1.0,0.278,P77365
319,Q9VYS4,False,0,0,1.0,0.276,Q8W4E1
320,O17087,False,0,0,1.0,0.26899999999999996,Q9VWW0
321,Q91YI6,False,0,0,1.0,0.28,Q08732
322,D2WL32,False,0,0,1.0,0.26899999999999996,P36077
323,P08151,False,0,0,4.0,0.28,Q8TEU7
324,Q59W62,False,0,0,4.0,0.268,Q03557
325,Q6PBM1,False,0,0,3.0,0.272,P17252
326,Q9HDW8,False,0,0,3.0,0.266,O74737
327,Q9LSV0,False,0,0,1.0,0.28600000000000003,P87227
328,Q2QPW1,False,0,0,1.0,0.295,Q84KG5
329,Q6PGG6,False,0,0,1.0,0.282,O42844
330,Q811S9,False,0,0,4.0,0.276,Q12247
331,Q8CI11,False,0,0,4.0,0.276,Q12247
332,Q99JY3,False,0,0,4.0,0.282,Q8GWW8
333,Q6P9H5,False,0,0,1.0,0.3,Q6P0Q8
334,Q04233,False,0,0,3.0,0.28800000000000003,Q5JID0
335,Q2KIR7,False,0,0,1.0,0.272,P01569
336,O13426,False,0,0,1.0,0.298,Q9SUT5
337,Q94JQ3,False,0,0,1.0,0.295,Q9HD15
338,G5EEN4,False,0,0,4.0,0.28800000000000003,P23030
339,P06537,False,0,0,4.0,0.29100000000000004,Q4V8H8
340,Q9LQL0,False,0,0,4.0,0.282,O60114
341,O14224,False,0,0,1.0,0.28600000000000003,Q9Y6K8
342,Q9Y7U3,False,0,0,1.0,0.262,Q93PU5
343,P53849,False,0,0,1.0,0.272,P67778
344,Q9FFH0,False,0,0,1.0,0.284,Q9S713
345,P39726,False,0,0,1.0,0.275,P07529
346,Q8GY54,False,0,0,1.0,0.268,Q9SPG3
347,Q95UQ1,False,0,0,1.0,0.28800000000000003,Q9LQ02
348,Q5ZR76,False,0,0,1.0,0.282,Q6NZ36
349,Q9NWZ8,False,0,0,1.0,0.267,P11221
350,Q58EE9,False,0,0,4.0,0.29100000000000004,Q9I9E1
351,Q9M0A5,False,0,0,3.0,0.282,Q9VUN3
352,P25569,False,0,0,1.0,0.28600000000000003,P9WJB7
353,Q59VM7,False,0,0,1.0,0.284,Q8L9J7
354,Q02784,False,0,0,3.0,0.29100000000000004,Q9H867
355,Q9UI32,False,0,0,1.0,0.29100000000000004,Q9NS37
356,Q9C102,False,0,0,1.0,0.28600000000000003,Q9BVV6
357,Q12393,False,0,0,3.0,0.29100000000000004,Q06707
358,Q99684,False,0,0,3.0,0.299,Q9V3F3
359,Q8VZS6,False,0,0,1.0,0.299,P01116
360,Q9FN69,False,0,0,1.0,0.26899999999999996,P42804
361,Q95ZK7,False,0,0,1.0,0.266,Q9UBQ5
362,Q53GS7,False,0,0,1.0,0.282,D3ZGB1
363,Q9LZS3,False,0,0,4.0,0.282,Q05498
364,Q9LRR9,False,0,0,1.0,0.26899999999999996,Q62261
365,Q9LRS0,False,0,0,1.0,0.262,P41833
366,B7ZFT1,False,0,0,1.0,0.282,Q7A886
367,Q9DB00,False,0,0,1.0,0.284,Q94CL9
368,P46984,False,0,0,1.0,0.28600000000000003,P53163
369,Q6NXH3,False,0,0,1.0,0.28800000000000003,P30419
370,Q8SR40,False,0,0,1.0,0.293,Q08961
371,P47122,False,0,0,4.0,0.276,O08586
372,Q08726,False,0,0,4.0,0.268,Q62141
373,F4JTE7,False,0,0,0.0,0.293,Q5U4C9
374,P81274,False,0,0,1.0,0.278,Q9USP7
375,Q9NW75,False,0,0,1.0,0.28600000000000003,P56932
376,O75791,False,0,0,1.0,0.289,O23300
377,Q14449,False,0,0,4.0,0.295,Q9R1C0
378,Q9ZR12,False,0,0,1.0,0.271,O49562
379,Q84Y95,False,0,0,4.0,0.3,P27684
380,Q9Z1B2,False,0,0,1.0,0.28600000000000003,Q9P2G4
381,P30713,False,0,0,0.0,0.282,P01477
382,Q8L7C9,False,0,0,1.0,0.278,P28053
383,Q9JI57,False,0,0,1.0,0.293,P38126
384,P36156,False,0,0,1.0,0.282,P48239
385,D2XV59,False,0,0,4.0,0.299,O14336
386,O94250,False,0,0,1.0,0.289,P10622
387,Q05926,False,0,0,1.0,0.276,O74962
388,Q9NZD2,False,0,0,1.0,0.294,Q9HDY5
389,Q9LV03,False,0,0,1.0,0.29100000000000004,Q8N137
390,Q6IB77,False,0,0,1.0,0.27399999999999997,P31025
391,Q94C74,False,0,0,4.0,0.28600000000000003,Q9SMN1
392,P21279,False,0,0,2.0,0.293,B5X0I6
393,Q03786,False,0,0,4.0,0.295,Q9VE86
394,O14443,False,0,0,4.0,0.293,Q9GZR1
395,F3Y5P4,False,0,0,1.0,0.28800000000000003,Q3E705
396,Q3V6T2,False,0,0,1.0,0.27399999999999997,P29468
397,P38715,False,0,0,1.0,0.28,E9K9Z1
398,Q9NZI5,False,0,0,2.0,0.29100000000000004,P38351
399,Q03569,False,0,0,1.0,0.26,P75493
400,Q9Y4H4,False,0,0,4.0,0.284,Q8WXI3
401,Q08969,False,0,0,1.0,0.282,P33417
402,Q12068,False,0,0,4.0,0.28600000000000003,Q498G2
403,Q5FWH3,False,0,0,2.0,0.293,O42844
404,O74791,False,0,0,4.0,0.295,Q8TBZ2
405,Q9C469,False,0,0,1.0,0.266,Q8K0V4
406,Q8GWS0,False,0,0,4.0,0.289,O13612
407,O94246,False,0,0,4.0,0.299,Q9WU01
408,Q9FHE1,False,0,0,0.0,0.278,Q7ZZH7
409,Q923K4,False,0,0,0.0,0.299,P70905
410,Q56WN1,False,0,0,1.0,0.29100000000000004,Q04636
411,P34897,False,0,0,2.0,0.28800000000000003,P39943
412,Q9Y5P6,False,0,0,4.0,0.29600000000000004,Q9USK1
413,A8MTJ3,False,0,0,2.0,0.297,Q7Z991
414,P39717,False,0,0,2.0,0.278,Q19317
415,Q9HCN4,False,0,0,4.0,0.278,Q641Y2
416,Q95QJ7,False,0,0,1.0,0.272,Q3BBV0
417,P15505,False,0,0,2.0,0.293,B8B0E2
418,O77512,False,0,0,1.0,0.262,Q9NUL5
419,Q49A26,False,0,0,2.0,0.29100000000000004,Q06188
420,P04899,False,0,0,2.0,0.28600000000000003,Q804A5
421,P32191,False,0,0,4.0,0.289,P96264
422,P36970,False,0,0,0.0,0.29100000000000004,Q31L64
423,Q9U405,False,0,0,2.0,0.265,Q7DDE8
424,Q60760,False,0,0,2.0,0.284,Q62806
425,Q9UU96,False,0,0,2.0,0.276,P59178
426,Q64MA3,False,0,0,3.0,0.28,Q9FMW8
427,Q08622,False,0,0,2.0,0.272,Q8WTC1
428,Q9S7E9,False,0,0,1.0,0.287,Q9QXL2
429,E5RQA1,False,0,0,1.0,0.278,P20936
430,Q9NUV9,False,0,0,4.0,0.297,P0C7R1
431,Q22663,False,0,0,2.0,0.284,Q00647
432,Q9Y7N3,False,0,0,4.0,0.295,P0C0J7
433,P29992,False,0,0,2.0,0.293,P09938
434,Q8TAX9,False,0,0,4.0,0.28,Q9LMT2
435,Q60EZ2,False,0,0,4.0,0.282,Q99615
436,Q9Y2Q3,False,0,0,1.0,0.295,Q91XE4
437,P78417,False,0,0,1.0,0.29600000000000004,Q9ZNU2
438,Q9UT36,False,0,0,1.0,0.28,Q9CA28
439,O76003,False,0,0,1.0,0.28800000000000003,O15514
440,Q08886,False,0,0,2.0,0.28,P00918
441,Q86WP2,False,0,0,1.0,0.266,Q6P2H3
442,Q10104,False,0,0,2.0,0.29100000000000004,O13426
443,P27601,False,0,0,2.0,0.295,Q07139
444,P63096,False,0,0,2.0,0.294,Q8VDD9
445,Q9NVN8,False,0,0,1.0,0.28,Q4V7H8
446,O59762,False,0,0,2.0,0.28600000000000003,P53836
447,Q8IX06,False,0,0,4.0,0.3,Q72XQ0
448,O42906,False,0,0,4.0,0.284,P38371
449,P40106,False,0,0,2.0,0.28,P35392
450,O49506,False,0,0,1.0,0.262,Q96RG2
451,P17695,False,0,0,2.0,0.26,Q8S3U9
452,Q9CQM9,False,0,0,1.0,0.293,Q9UNS2
453,Q03460,False,0,0,2.0,0.284,Q99P30
454,P08754,False,0,0,2.0,0.28800000000000003,Q9FJX5
455,Q96QA5,False,0,0,4.0,0.28600000000000003,P75785
456,P46309,False,0,0,4.0,0.28600000000000003,A8MS68
457,Q9LX31,False,0,0,4.0,0.29100000000000004,Q64279
458,Q04322,False,0,0,2.0,0.28,Q93WK5
459,O94711,False,0,0,2.0,0.272,P53010
460,Q9VXG1,False,0,0,4.0,0.29600000000000004,P9WIP1
461,P0CS82,False,0,0,2.0,0.293,P53881
462,Q99714,False,0,0,4.0,0.3,P0AFA2
463,Q0J7P4,False,0,0,4.0,0.28600000000000003,Q86V86
464,Q9ZV65,False,0,0,4.0,0.276,O15511
465,Q9P3U4,False,0,0,4.0,0.293,Q9QXY4
466,Q9BXL5,False,0,0,2.0,0.266,O74879
467,Q568P9,False,0,0,2.0,0.278,Q15599
468,Q6WQI6,False,0,0,1.0,0.266,Q9P246
469,C8V4D4,False,0,0,0.0,0.28,Q9BXH1
