,AC,priority,label-val,between_connectivity,cluster,max_ident_other,closest_other
82,seq_91,False,0,0,2.0,0.49700000000000005,seq_1213
83,seq_92,False,0,0,2.0,0.49700000000000005,seq_1386
84,seq_93,False,0,0,3.0,0.508,seq_721
85,seq_94,False,0,0,4.0,0.478,seq_1499
86,seq_95,False,0,0,4.0,0.505,seq_2128
87,seq_96,False,0,0,4.0,0.488,seq_995
88,seq_97,False,0,0,4.0,0.512,seq_2513
89,seq_99,False,0,0,4.0,0.522,seq_1567
90,seq_100,False,0,0,4.0,0.474,seq_473
91,seq_101,False,0,0,4.0,0.49200000000000005,seq_22
92,seq_102,False,0,0,2.0,0.486,seq_641
93,seq_103,False,0,0,2.0,0.49,seq_2583
94,seq_104,False,0,0,1.0,0.5,seq_195
95,seq_105,False,0,0,4.0,0.48100000000000004,seq_670
96,seq_106,False,0,0,1.0,0.49700000000000005,seq_2497
97,seq_107,False,0,0,2.0,0.49200000000000005,seq_1213
98,seq_108,False,0,0,0.0,0.49200000000000005,seq_154
99,seq_109,False,0,0,4.0,0.485,seq_1623
100,seq_110,False,0,0,4.0,0.51,seq_2198
101,seq_111,False,0,0,4.0,0.48200000000000004,seq_1499
102,seq_113,False,0,0,0.0,0.486,seq_1386
103,seq_114,False,0,0,2.0,0.48200000000000004,seq_2327
104,seq_115,False,0,0,3.0,0.483,seq_853
105,seq_117,False,0,0,1.0,0.504,seq_508
106,seq_118,False,0,0,3.0,0.509,seq_2401
107,seq_119,False,0,0,1.0,0.467,seq_979
108,seq_120,False,0,0,2.0,0.469,seq_2829
109,seq_121,False,0,0,0.0,0.496,seq_2626
110,seq_122,False,0,0,4.0,0.49200000000000005,seq_2891
111,seq_124,False,0,0,0.0,0.48200000000000004,seq_2676
112,seq_126,False,0,0,3.0,0.486,seq_796
113,seq_127,False,0,0,0.0,0.478,seq_2723
114,seq_128,False,0,0,1.0,0.545,seq_1580
115,seq_129,False,0,0,1.0,0.478,seq_1941
116,seq_130,False,0,0,4.0,0.48,seq_1744
117,seq_131,False,0,0,1.0,0.488,seq_2242
118,seq_132,False,0,0,2.0,0.475,seq_81
119,seq_133,False,0,0,4.0,0.49700000000000005,seq_1153
120,seq_134,False,0,0,1.0,0.478,seq_694
121,seq_135,False,0,0,0.0,0.493,seq_1469
122,seq_136,False,0,0,4.0,0.5,seq_2513
123,seq_137,False,0,0,2.0,0.496,seq_2538
124,seq_138,False,0,0,3.0,0.504,seq_2889
125,seq_139,False,0,0,4.0,0.49,seq_2553
126,seq_140,False,0,0,0.0,0.475,seq_1822
127,seq_141,False,0,0,4.0,0.537,seq_2533
128,seq_142,False,0,0,1.0,0.48,seq_310
129,seq_143,False,0,0,2.0,0.485,seq_2888
130,seq_144,False,0,0,4.0,0.47,seq_1586
131,seq_145,False,0,0,3.0,0.515,seq_1210
132,seq_146,False,0,0,1.0,0.51,seq_2514
133,seq_147,False,0,0,4.0,0.519,seq_2553
134,seq_148,False,0,0,2.0,0.48,seq_2144
135,seq_149,False,0,0,3.0,0.493,seq_787
136,seq_150,False,0,0,1.0,0.515,seq_1079
137,seq_151,False,0,0,0.0,0.484,seq_210
138,seq_152,False,0,0,4.0,0.5,seq_1316
139,seq_153,False,0,0,4.0,0.5,seq_274
140,seq_154,False,0,0,3.0,0.49200000000000005,seq_108
141,seq_155,False,0,0,4.0,0.484,seq_2648
142,seq_156,False,0,0,3.0,0.485,seq_986
143,seq_157,False,0,0,3.0,0.47700000000000004,seq_8
144,seq_158,False,0,0,4.0,0.495,seq_1902
145,seq_159,False,0,0,4.0,0.519,seq_2238
146,seq_160,False,0,0,0.0,0.503,seq_1540
147,seq_161,False,0,0,1.0,0.496,seq_397
148,seq_162,False,0,0,4.0,0.501,seq_1744
149,seq_163,False,0,0,4.0,0.49,seq_1927
150,seq_164,False,0,0,1.0,0.493,seq_1897
151,seq_165,False,0,0,2.0,0.48,seq_154
152,seq_166,False,0,0,3.0,0.506,seq_16
153,seq_167,False,0,0,1.0,0.504,seq_270
154,seq_169,False,0,0,4.0,0.52,seq_1326
155,seq_171,False,0,0,4.0,0.486,seq_1666
156,seq_172,False,0,0,2.0,0.522,seq_648
157,seq_173,False,0,0,1.0,0.504,seq_2695
158,seq_174,False,0,0,3.0,0.48100000000000004,seq_716
159,seq_175,False,0,0,2.0,0.475,seq_435
160,seq_176,False,0,0,3.0,0.527,seq_2341
161,seq_177,False,0,0,4.0,0.51,seq_2511
162,seq_178,False,0,0,0.0,0.46299999999999997,seq_688
163,seq_179,False,0,0,4.0,0.516,seq_1256
164,seq_180,False,0,0,3.0,0.499,seq_1005
165,seq_181,False,0,0,2.0,0.48200000000000004,seq_2881
166,seq_182,False,0,0,0.0,0.49700000000000005,seq_1389
167,seq_183,False,0,0,3.0,0.485,seq_569
168,seq_184,False,0,0,4.0,0.49700000000000005,seq_2553
169,seq_185,False,0,0,3.0,0.49200000000000005,seq_808
170,seq_186,False,0,0,3.0,0.5,seq_2059
171,seq_187,False,0,0,4.0,0.516,seq_2513
172,seq_188,False,0,0,2.0,0.478,seq_1312
173,seq_189,False,0,0,3.0,0.491,seq_232
174,seq_190,False,0,0,4.0,0.483,seq_931
175,seq_191,False,0,0,2.0,0.48,seq_2280
176,seq_192,False,0,0,1.0,0.489,seq_1222
177,seq_193,False,0,0,0.0,0.518,seq_603
178,seq_194,False,0,0,2.0,0.489,seq_1534
179,seq_195,False,0,0,3.0,0.5,seq_104
180,seq_196,False,0,0,4.0,0.483,seq_273
181,seq_197,False,0,0,4.0,0.518,seq_1979
182,seq_198,False,0,0,1.0,0.461,seq_343
183,seq_199,False,0,0,2.0,0.49,seq_2631
184,seq_200,False,0,0,4.0,0.503,seq_1171
185,seq_201,False,0,0,1.0,0.51,seq_2713
186,seq_202,False,0,0,2.0,0.48200000000000004,seq_2788
187,seq_203,False,0,0,2.0,0.501,seq_2387
188,seq_204,False,0,0,2.0,0.479,seq_2237
189,seq_205,False,0,0,4.0,0.5,seq_2737
190,seq_206,False,0,0,1.0,0.501,seq_1478
191,seq_207,False,0,0,4.0,0.508,seq_2711
192,seq_209,False,0,0,4.0,0.507,seq_150
193,seq_210,False,0,0,4.0,0.484,seq_151
194,seq_211,False,0,0,3.0,0.489,seq_2416
195,seq_212,False,0,0,4.0,0.488,seq_217
196,seq_213,False,0,0,1.0,0.484,seq_699
197,seq_214,False,0,0,4.0,0.49200000000000005,seq_150
198,seq_215,False,0,0,3.0,0.46799999999999997,seq_1264
199,seq_216,False,0,0,1.0,0.5,seq_2744
200,seq_217,False,0,0,2.0,0.519,seq_2713
201,seq_219,False,0,0,1.0,0.499,seq_2145
202,seq_220,False,0,0,4.0,0.507,seq_2451
203,seq_221,False,0,0,0.0,0.488,seq_2615
204,seq_222,False,0,0,2.0,0.484,seq_1482
205,seq_223,False,0,0,4.0,0.507,seq_2299
206,seq_224,False,0,0,4.0,0.507,seq_2702
207,seq_225,False,0,0,2.0,0.493,seq_2580
208,seq_226,False,0,0,4.0,0.499,seq_2247
209,seq_227,False,0,0,3.0,0.518,seq_1297
210,seq_228,False,0,0,4.0,0.479,seq_1695
211,seq_229,False,0,0,3.0,0.51,seq_1770
212,seq_230,False,0,0,1.0,0.499,seq_1624
213,seq_231,False,0,0,3.0,0.493,seq_849
214,seq_232,False,0,0,2.0,0.49200000000000005,seq_1455
215,seq_234,False,0,0,4.0,0.474,seq_175
216,seq_235,False,0,0,4.0,0.49200000000000005,seq_206
217,seq_236,False,0,0,3.0,0.485,seq_1518
218,seq_237,False,0,0,1.0,0.49700000000000005,seq_974
219,seq_238,False,0,0,4.0,0.506,seq_2891
220,seq_239,False,0,0,4.0,0.48100000000000004,seq_318
221,seq_241,False,0,0,2.0,0.493,seq_2541
222,seq_242,False,0,0,3.0,0.48700000000000004,seq_677
223,seq_243,False,0,0,2.0,0.506,seq_63
224,seq_244,False,0,0,3.0,0.49,seq_2645
225,seq_245,False,0,0,1.0,0.514,seq_606
226,seq_246,False,0,0,0.0,0.49,seq_40
227,seq_247,False,0,0,2.0,0.5,seq_783
228,seq_248,False,0,0,3.0,0.49700000000000005,seq_3
229,seq_249,False,0,0,4.0,0.515,seq_2891
230,seq_250,False,0,0,2.0,0.5,seq_415
231,seq_251,False,0,0,3.0,0.499,seq_1885
232,seq_252,False,0,0,4.0,0.511,seq_87
233,seq_253,False,0,0,0.0,0.489,seq_1519
234,seq_254,False,0,0,4.0,0.466,seq_661
235,seq_255,False,0,0,4.0,0.47600000000000003,seq_1445
236,seq_256,False,0,0,0.0,0.504,seq_2047
237,seq_257,False,0,0,4.0,0.49700000000000005,seq_2891
238,seq_258,False,0,0,2.0,0.48700000000000004,seq_2562
239,seq_259,False,0,0,3.0,0.503,seq_934
240,seq_260,False,0,0,3.0,0.486,seq_2093
241,seq_261,False,0,0,4.0,0.48100000000000004,seq_754
242,seq_262,False,0,0,4.0,0.51,seq_2517
243,seq_263,False,0,0,4.0,0.49200000000000005,seq_518
244,seq_265,False,0,0,4.0,0.484,seq_2487
245,seq_266,False,0,0,2.0,0.491,seq_307
246,seq_267,False,0,0,4.0,0.519,seq_1256
247,seq_268,False,0,0,4.0,0.499,seq_1295
248,seq_270,False,0,0,0.0,0.504,seq_167
249,seq_271,False,0,0,4.0,0.484,seq_2595
250,seq_272,False,0,0,2.0,0.504,seq_394
251,seq_273,False,0,0,3.0,0.517,seq_1872
252,seq_274,False,0,0,1.0,0.5,seq_153
253,seq_275,False,0,0,4.0,0.474,seq_458
254,seq_276,False,0,0,4.0,0.489,seq_2655
255,seq_277,False,0,0,4.0,0.504,seq_2683
256,seq_278,False,0,0,1.0,0.486,seq_1959
257,seq_279,False,0,0,2.0,0.49200000000000005,seq_2648
258,seq_280,False,0,0,3.0,0.496,seq_328
259,seq_281,False,0,0,1.0,0.485,seq_933
260,seq_282,False,0,0,2.0,0.5,seq_296
261,seq_283,False,0,0,0.0,0.49200000000000005,seq_1667
262,seq_284,False,0,0,0.0,0.475,seq_1362
263,seq_285,False,0,0,2.0,0.513,seq_377
264,seq_286,False,0,0,4.0,0.493,seq_1202
265,seq_287,False,0,0,4.0,0.514,seq_1586
266,seq_288,False,0,0,4.0,0.488,seq_150
267,seq_289,False,0,0,3.0,0.503,seq_1597
268,seq_290,False,0,0,4.0,0.523,seq_2655
269,seq_291,False,0,0,1.0,0.489,seq_2739
270,seq_292,False,0,0,1.0,0.486,seq_701
271,seq_293,False,0,0,3.0,0.511,seq_2302
272,seq_295,False,0,0,3.0,0.485,seq_23
273,seq_296,False,0,0,4.0,0.5,seq_282
274,seq_297,False,0,0,3.0,0.49700000000000005,seq_370
275,seq_298,False,0,0,2.0,0.485,seq_1866
276,seq_299,False,0,0,0.0,0.486,seq_2736
277,seq_300,False,0,0,4.0,0.495,seq_2655
278,seq_301,False,0,0,3.0,0.507,seq_2226
279,seq_302,False,0,0,2.0,0.507,seq_985
280,seq_303,False,0,0,0.0,0.499,seq_1189
281,seq_305,False,0,0,4.0,0.48100000000000004,seq_1129
282,seq_306,False,0,0,0.0,0.494,seq_770
283,seq_307,False,0,0,3.0,0.491,seq_266
284,seq_308,False,0,0,3.0,0.485,seq_1228
285,seq_309,False,0,0,4.0,0.507,seq_2870
286,seq_310,False,0,0,2.0,0.49200000000000005,seq_2682
287,seq_312,False,0,0,3.0,0.486,seq_2526
288,seq_313,False,0,0,4.0,0.49200000000000005,seq_2451
289,seq_314,False,0,0,1.0,0.511,seq_1870
290,seq_315,False,0,0,2.0,0.494,seq_937
291,seq_316,False,0,0,1.0,0.479,seq_516
292,seq_317,False,0,0,0.0,0.49,seq_1468
293,seq_318,False,0,0,2.0,0.49700000000000005,seq_2676
294,seq_319,False,0,0,3.0,0.49200000000000005,seq_230
295,seq_320,False,0,0,1.0,0.49200000000000005,seq_553
296,seq_321,False,0,0,2.0,0.494,seq_2197
297,seq_322,False,0,0,3.0,0.485,seq_691
298,seq_323,False,0,0,4.0,0.501,seq_713
299,seq_324,False,0,0,1.0,0.495,seq_2906
300,seq_325,False,0,0,4.0,0.49700000000000005,seq_2449
301,seq_326,False,0,0,4.0,0.495,seq_889
302,seq_327,False,0,0,3.0,0.506,seq_1757
303,seq_328,False,0,0,1.0,0.496,seq_280
304,seq_329,False,0,0,2.0,0.489,seq_933
305,seq_330,False,0,0,2.0,0.494,seq_748
306,seq_331,False,0,0,4.0,0.486,seq_273
307,seq_332,False,0,0,3.0,0.49200000000000005,seq_431
308,seq_333,False,0,0,1.0,0.48200000000000004,seq_2673
309,seq_334,False,0,0,2.0,0.47700000000000004,seq_2719
310,seq_335,False,0,0,0.0,0.49200000000000005,seq_1192
311,seq_336,False,0,0,0.0,0.491,seq_1406
312,seq_337,False,0,0,4.0,0.49200000000000005,seq_1660
313,seq_338,False,0,0,3.0,0.49700000000000005,seq_375
314,seq_339,False,0,0,2.0,0.503,seq_2783
315,seq_340,False,0,0,4.0,0.48100000000000004,seq_246
316,seq_341,False,0,0,4.0,0.486,seq_1404
317,seq_342,False,0,0,4.0,0.479,seq_2483
318,seq_343,False,0,0,3.0,0.49,seq_1267
319,seq_344,False,0,0,1.0,0.486,seq_2302
320,seq_345,False,0,0,0.0,0.479,seq_2572
321,seq_346,False,0,0,4.0,0.47600000000000003,seq_1709
322,seq_347,False,0,0,4.0,0.52,seq_1171
323,seq_348,False,0,0,4.0,0.496,seq_1256
324,seq_349,False,0,0,0.0,0.484,seq_1465
325,seq_350,False,0,0,4.0,0.524,seq_2128
326,seq_351,False,0,0,3.0,0.495,seq_834
327,seq_352,False,0,0,1.0,0.489,seq_991
328,seq_353,False,0,0,4.0,0.46299999999999997,seq_1492
329,seq_354,False,0,0,4.0,0.47600000000000003,seq_2346
330,seq_355,False,0,0,4.0,0.499,seq_931
331,seq_356,False,0,0,2.0,0.47200000000000003,seq_2267
332,seq_357,False,0,0,4.0,0.49700000000000005,seq_2513
333,seq_360,False,0,0,1.0,0.514,seq_2442
334,seq_361,False,0,0,2.0,0.48700000000000004,seq_1959
335,seq_362,False,0,0,4.0,0.507,seq_2427
336,seq_363,False,0,0,2.0,0.508,seq_1163
337,seq_364,False,0,0,2.0,0.484,seq_2007
338,seq_365,False,0,0,4.0,0.503,seq_470
339,seq_366,False,0,0,2.0,0.47700000000000004,seq_1870
340,seq_367,False,0,0,4.0,0.49,seq_1103
341,seq_368,False,0,0,4.0,0.48,seq_1105
342,seq_369,False,0,0,2.0,0.5,seq_2571
343,seq_370,False,0,0,1.0,0.49700000000000005,seq_297
344,seq_371,False,0,0,2.0,0.475,seq_2496
345,seq_373,False,0,0,3.0,0.49,seq_1982
346,seq_374,False,0,0,1.0,0.495,seq_2112
347,seq_375,False,0,0,1.0,0.49700000000000005,seq_338
348,seq_376,False,0,0,3.0,0.507,seq_22
349,seq_377,False,0,0,0.0,0.513,seq_285
350,seq_378,False,0,0,4.0,0.513,seq_1769
351,seq_379,False,0,0,4.0,0.518,seq_1586
352,seq_380,False,0,0,2.0,0.48100000000000004,seq_2212
353,seq_381,False,0,0,1.0,0.51,seq_1909
354,seq_382,False,0,0,2.0,0.485,seq_685
355,seq_384,False,0,0,0.0,0.47600000000000003,seq_727
356,seq_385,False,0,0,4.0,0.514,seq_73
357,seq_386,False,0,0,4.0,0.53,seq_2451
358,seq_387,False,0,0,0.0,0.489,seq_2850
359,seq_388,False,0,0,3.0,0.47600000000000003,seq_344
360,seq_389,False,0,0,2.0,0.47700000000000004,seq_2247
361,seq_390,False,0,0,3.0,0.493,seq_2064
362,seq_392,False,0,0,4.0,0.47200000000000003,seq_1509
363,seq_394,False,0,0,1.0,0.504,seq_272
364,seq_395,False,0,0,4.0,0.48100000000000004,seq_2143
365,seq_396,False,0,0,2.0,0.515,seq_2586
366,seq_397,False,0,0,3.0,0.496,seq_161
367,seq_398,False,0,0,1.0,0.49700000000000005,seq_1383
368,seq_399,False,0,0,2.0,0.48100000000000004,seq_1793
369,seq_400,False,0,0,3.0,0.489,seq_2299
370,seq_401,False,0,0,1.0,0.48100000000000004,seq_293
371,seq_402,False,0,0,2.0,0.496,seq_1956
372,seq_403,False,0,0,3.0,0.473,seq_92
373,seq_404,False,0,0,4.0,0.478,seq_258
374,seq_405,False,0,0,4.0,0.494,seq_2891
375,seq_406,False,0,0,4.0,0.508,seq_636
376,seq_407,False,0,0,4.0,0.517,seq_669
377,seq_408,False,0,0,1.0,0.47700000000000004,seq_2595
378,seq_409,False,0,0,3.0,0.489,seq_344
379,seq_410,False,0,0,1.0,0.485,seq_646
380,seq_411,False,0,0,3.0,0.489,seq_2506
381,seq_412,False,0,0,3.0,0.49200000000000005,seq_61
382,seq_413,False,0,0,4.0,0.485,seq_481
383,seq_414,False,0,0,1.0,0.474,seq_2632
384,seq_415,False,0,0,1.0,0.5,seq_250
385,seq_416,False,0,0,4.0,0.493,seq_2513
386,seq_417,False,0,0,2.0,0.521,seq_1679
387,seq_418,False,0,0,4.0,0.496,seq_2222
388,seq_419,False,0,0,3.0,0.478,seq_1269
389,seq_421,False,0,0,4.0,0.5,seq_2924
390,seq_422,False,0,0,0.0,0.488,seq_1018
391,seq_423,False,0,0,1.0,0.48200000000000004,seq_2481
392,seq_424,False,0,0,2.0,0.496,seq_1217
393,seq_425,False,0,0,3.0,0.47,seq_1170
394,seq_426,False,0,0,4.0,0.494,seq_2451
395,seq_428,False,0,0,0.0,0.486,seq_911
396,seq_429,False,0,0,1.0,0.489,seq_1320
397,seq_430,False,0,0,2.0,0.47600000000000003,seq_397
398,seq_431,False,0,0,0.0,0.485,seq_332
399,seq_432,False,0,0,4.0,0.49,seq_492
400,seq_433,False,0,0,2.0,0.479,seq_2597
401,seq_434,False,0,0,4.0,0.493,seq_697
402,seq_435,False,0,0,0.0,0.504,seq_1668
403,seq_436,False,0,0,4.0,0.494,seq_2451
404,seq_437,False,0,0,4.0,0.506,seq_955
405,seq_438,False,0,0,4.0,0.483,seq_1967
406,seq_439,False,0,0,3.0,0.473,seq_2506
407,seq_440,False,0,0,4.0,0.49700000000000005,seq_1665
408,seq_441,False,0,0,1.0,0.49,seq_1517
409,seq_442,False,0,0,4.0,0.511,seq_1171
410,seq_443,False,0,0,2.0,0.485,seq_1386
411,seq_444,False,0,0,4.0,0.496,seq_761
412,seq_445,False,0,0,3.0,0.49200000000000005,seq_87
413,seq_446,False,0,0,4.0,0.499,seq_2451
414,seq_447,False,0,0,4.0,0.49200000000000005,seq_2265
415,seq_448,False,0,0,2.0,0.48200000000000004,seq_805
416,seq_449,False,0,0,4.0,0.503,seq_2222
417,seq_450,False,0,0,3.0,0.496,seq_48
418,seq_451,False,0,0,0.0,0.488,seq_1900
419,seq_452,False,0,0,4.0,0.52,seq_1536
420,seq_453,False,0,0,4.0,0.515,seq_1316
421,seq_454,False,0,0,1.0,0.46799999999999997,seq_2267
422,seq_455,False,0,0,2.0,0.48,seq_517
423,seq_456,False,0,0,3.0,0.494,seq_937
424,seq_457,False,0,0,4.0,0.517,seq_746
425,seq_458,False,0,0,1.0,0.504,seq_2133
426,seq_459,False,0,0,1.0,0.49,seq_908
427,seq_460,False,0,0,4.0,0.485,seq_2171
428,seq_461,False,0,0,4.0,0.48100000000000004,seq_1341
429,seq_462,False,0,0,4.0,0.5329999999999999,seq_2513
430,seq_463,False,0,0,0.0,0.496,seq_1020
431,seq_464,False,0,0,4.0,0.49200000000000005,seq_2239
432,seq_465,False,0,0,0.0,0.485,seq_561
433,seq_467,False,0,0,4.0,0.496,seq_2523
434,seq_468,False,0,0,3.0,0.49,seq_2573
435,seq_469,False,0,0,4.0,0.49700000000000005,seq_2533
436,seq_470,False,0,0,1.0,0.503,seq_365
437,seq_471,False,0,0,1.0,0.47700000000000004,seq_2444
438,seq_472,False,0,0,4.0,0.47600000000000003,seq_788
439,seq_473,False,0,0,2.0,0.495,seq_2928
440,seq_474,False,0,0,4.0,0.479,seq_2728
441,seq_475,False,0,0,2.0,0.47600000000000003,seq_557
442,seq_476,False,0,0,0.0,0.49700000000000005,seq_939
443,seq_477,False,0,0,3.0,0.504,seq_2191
444,seq_478,False,0,0,4.0,0.486,seq_87
445,seq_479,False,0,0,1.0,0.478,seq_1624
446,seq_480,False,0,0,1.0,0.49700000000000005,seq_773
447,seq_481,False,0,0,0.0,0.5,seq_26
448,seq_483,False,0,0,3.0,0.491,seq_1422
449,seq_484,False,0,0,3.0,0.483,seq_1185
450,seq_485,False,0,0,4.0,0.511,seq_1316
451,seq_487,False,0,0,4.0,0.496,seq_2533
452,seq_488,False,0,0,3.0,0.479,seq_1777
453,seq_489,False,0,0,1.0,0.499,seq_718
454,seq_491,False,0,0,3.0,0.49700000000000005,seq_2622
455,seq_492,False,0,0,3.0,0.49,seq_432
456,seq_493,False,0,0,1.0,0.49,seq_1661
457,seq_494,False,0,0,4.0,0.499,seq_1665
458,seq_495,False,0,0,1.0,0.52,seq_893
459,seq_496,False,0,0,2.0,0.49200000000000005,seq_985
460,seq_497,False,0,0,4.0,0.48,seq_1190
461,seq_498,False,0,0,3.0,0.49,seq_1857
462,seq_499,False,0,0,2.0,0.489,seq_35
463,seq_500,False,0,0,1.0,0.49200000000000005,seq_1356
464,seq_501,False,0,0,2.0,0.484,seq_1545
465,seq_502,False,0,0,3.0,0.48,seq_2064
466,seq_503,False,0,0,0.0,0.511,seq_1160
467,seq_504,False,0,0,4.0,0.486,seq_2816
468,seq_505,False,0,0,3.0,0.49700000000000005,seq_66
469,seq_506,False,0,0,4.0,0.524,seq_812
470,seq_507,False,0,0,4.0,0.504,seq_815
471,seq_508,False,0,0,4.0,0.508,seq_2586
472,seq_509,False,0,0,2.0,0.48100000000000004,seq_2650
473,seq_510,False,0,0,4.0,0.47100000000000003,seq_445
474,seq_511,False,0,0,4.0,0.48100000000000004,seq_1854
475,seq_512,False,0,0,1.0,0.493,seq_577
476,seq_513,False,0,0,2.0,0.495,seq_2247
477,seq_514,False,0,0,4.0,0.496,seq_2655
478,seq_515,False,0,0,1.0,0.499,seq_252
479,seq_516,False,0,0,3.0,0.469,seq_1654
480,seq_517,False,0,0,1.0,0.494,seq_2815
481,seq_518,False,0,0,0.0,0.524,seq_2247
482,seq_520,False,0,0,4.0,0.48100000000000004,seq_2384
483,seq_521,False,0,0,2.0,0.486,seq_2525
484,seq_522,False,0,0,3.0,0.486,seq_352
485,seq_523,False,0,0,0.0,0.48200000000000004,seq_1904
486,seq_524,False,0,0,2.0,0.479,seq_1885
487,seq_525,False,0,0,4.0,0.48,seq_79
488,seq_526,False,0,0,3.0,0.473,seq_2601
489,seq_527,False,0,0,4.0,0.48700000000000004,seq_2095
490,seq_528,False,0,0,1.0,0.493,seq_2502
491,seq_529,False,0,0,4.0,0.49,seq_1813
492,seq_530,False,0,0,4.0,0.496,seq_2128
493,seq_531,False,0,0,1.0,0.489,seq_2184
494,seq_532,False,0,0,3.0,0.48200000000000004,seq_2747
495,seq_533,False,0,0,2.0,0.517,seq_1998
496,seq_534,False,0,0,0.0,0.504,seq_1482
497,seq_535,False,0,0,3.0,0.479,seq_2121
498,seq_536,False,0,0,2.0,0.499,seq_2775
499,seq_537,False,0,0,3.0,0.48100000000000004,seq_237
500,seq_538,False,0,0,4.0,0.49200000000000005,seq_568
