AC,priority,label-val,between_connectivity,cluster
B1B212,False,0,0,1.0
O81775,False,0,0,3.0
Q99N50-11,False,0,0,0.0
Q9Y6J6,False,0,0,4.0
Q9NZD1,False,0,0,1.0
Q80WK2,False,0,0,4.0
P22460,False,0,0,3.0
Q80T22,False,0,0,0.0
P97438-2,False,0,0,2.0
Q9V5N8,False,0,0,0.0
Q9R1N9,False,0,0,0.0
P16234,False,0,0,0.0
P37023,False,0,0,0.0
O04714,False,0,0,1.0
Q75HB1,False,0,0,1.0
P28222,False,0,0,2.0
F4K4R6,False,0,0,3.0
P30606,False,0,0,3.0
D2XNR1,False,0,0,4.0
P23975,False,0,0,0.0
Q68D85,False,0,0,1.0
Q86UN2,False,0,0,4.0
Q6VV64,False,0,0,1.0
Q8LCS8,False,0,0,0.0
Q13733,False,0,0,3.0
Q9LZH5,False,0,0,3.0
Q08905,False,0,0,3.0
Q06611,False,0,0,3.0
Q9SSL9,False,0,0,0.0
Q0VGW6,False,0,0,0.0
Q9XF58,False,0,0,3.0
C0LGH2,False,0,0,0.0
Q9BYW1,False,0,0,3.0
P41809,False,0,0,1.0
Q8IWT1,False,0,0,4.0
Q8TDN1,False,0,0,3.0
P04001,False,0,0,4.0
Q9HBL7,False,0,0,1.0
Q9UGH3,False,0,0,1.0
P52569,False,0,0,0.0
Q8K299,False,0,0,2.0
P15384,False,0,0,3.0
P54867,False,0,0,4.0
Q9PVZ4,False,0,0,3.0
P0CC10,False,0,0,2.0
P53955,False,0,0,3.0
Q9JI58,False,0,0,4.0
Q6ZTQ4,False,0,0,4.0
P25105,False,0,0,1.0
A1A5B4,False,0,0,3.0
P41145,False,0,0,4.0
Q8IU80,False,0,0,3.0
Q9LV48,False,0,0,0.0
O00270,False,0,0,4.0
Q9D103,False,0,0,4.0
Q86V24,False,0,0,1.0
Q8IZP1,False,0,0,2.0
Q99250,False,0,0,3.0
Q9NYB5,False,0,0,3.0
Q8IZP9,False,0,0,2.0
A8IJF8,False,0,0,0.0
Q9VJ83,False,0,0,2.0
Q9ZSA2,False,0,0,2.0
P69744,False,0,0,3.0
Q12691,False,0,0,2.0
Q8GXN2,False,0,0,2.0
Q9JHL0,False,0,0,1.0
Q9SKB2,False,0,0,0.0
P92949,False,0,0,4.0
O88667,False,0,0,1.0
Q9GZC8,False,0,0,4.0
P30939,False,0,0,2.0
P08913,False,0,0,2.0
Q8VZQ5,False,0,0,1.0
P41930,False,0,0,1.0
Q9JIL4,False,0,0,2.0
P82251,False,0,0,0.0
P29972,False,0,0,3.0
P82252,False,0,0,0.0
Q0WPE9,False,0,0,1.0
O88689,False,0,0,4.0
P52803,False,0,0,1.0
P31390,False,0,0,2.0
Q93VD3,False,0,0,3.0
Q9Z1A5,False,0,0,3.0
Q9LTB8,False,0,0,1.0
Q9Y2T6,False,0,0,4.0
Q8L7S6,False,0,0,4.0
Q84JQ4,False,0,0,0.0
O49545,False,0,0,0.0
Q8IWB1,False,0,0,3.0
S4X0Q8,False,0,0,3.0
Q6Q629,False,0,0,2.0
Q9EQF4,False,0,0,1.0
Q90674,False,0,0,1.0
Q9S7I6,False,0,0,0.0
Q9SN38,False,0,0,2.0
Q9UM01,False,0,0,0.0
P22723,False,0,0,1.0
P49682-2,False,0,0,4.0
O35158,False,0,0,0.0
Q9FMX3,False,0,0,2.0
Q9FMF5,False,0,0,4.0
Q8T5S1,False,0,0,2.0
Q9DF69,False,0,0,3.0
Q801D8,False,0,0,1.0
P32300,False,0,0,4.0
Q61006,False,0,0,2.0
Q9ZNQ8,False,0,0,0.0
C0LGH3,False,0,0,0.0
O23492,False,0,0,3.0
Q93ZS4,False,0,0,0.0
Q61003,False,0,0,3.0
Q9NQA5,False,0,0,3.0
G5EBR8,False,0,0,4.0
C0LGF4,False,0,0,0.0
Q6ZG85,False,0,0,1.0
P46408,False,0,0,3.0
Q9LV10,False,0,0,2.0
P40879,False,0,0,1.0
Q17328,False,0,0,1.0
P28221,False,0,0,2.0
Q9UGM1,False,0,0,1.0
Q80YF9,False,0,0,4.0
Q9LY03,False,0,0,0.0
O17386,False,0,0,2.0
P38925,False,0,0,1.0
P38928,False,0,0,3.0
Q96L08,False,0,0,2.0
P36898,False,0,0,0.0
Q9UIA0,False,0,0,4.0
Q9ZPR4,False,0,0,1.0
Q6UVW9,False,0,0,2.0
P40485,False,0,0,3.0
Q9SUP0,False,0,0,4.0
P10823,False,0,0,3.0
O70507,False,0,0,3.0
Q925H0,False,0,0,3.0
Q96A54,False,0,0,1.0
Q8IWE4,False,0,0,1.0
Q8H8V7,False,0,0,4.0
Q9SX98,False,0,0,2.0
Q6ZSM3,False,0,0,3.0
P35735,False,0,0,4.0
P14416,False,0,0,2.0
Q9H7M9,False,0,0,4.0
Q944G5,False,0,0,2.0
O49660,False,0,0,0.0
Q9EPZ7,False,0,0,3.0
Q13564,False,0,0,3.0
Q864R9,False,0,0,0.0
Q62875,False,0,0,1.0
Q9FE29,False,0,0,4.0
O04532,False,0,0,2.0
Q9BXB1,False,0,0,2.0
Q9C888,False,0,0,4.0
Q9JLB9,False,0,0,1.0
Q6L8G0,False,0,0,1.0
Q6QLQ4,False,0,0,2.0
P43657,False,0,0,4.0
P34886,False,0,0,0.0
Q9SIA5,False,0,0,0.0
Q9VVX3,False,0,0,1.0
P35499,False,0,0,3.0
P35498,False,0,0,3.0
Q9Y6Q6-6,False,0,0,0.0
Q5M8M9,False,0,0,2.0
Q05062,False,0,0,1.0
O14649,False,0,0,4.0
O75762,False,0,0,3.0
Q8NFP4,False,0,0,1.0
Q9XEC6,False,0,0,0.0
O35464,False,0,0,3.0
Q9SAH8,False,0,0,1.0
P18064,False,0,0,3.0
Q7XJR9,False,0,0,2.0
Q5AMJ5,False,0,0,2.0
P15379,False,0,0,3.0
Q9FJG1,False,0,0,2.0
Q9H1D0,False,0,0,3.0
P26433,False,0,0,2.0
Q5TAT6,False,0,0,0.0
Q07307,False,0,0,4.0
Q91WD2,False,0,0,3.0
Q9ZRF9,False,0,0,0.0
Q6YXX9,False,0,0,2.0
Q91XT9,False,0,0,2.0
G5EBL2,False,0,0,4.0
Q5XF51,False,0,0,4.0
Q8N9M5,False,0,0,4.0
Q2HXU8,False,0,0,1.0
Q96P31,False,0,0,0.0
P42893,False,0,0,3.0
P54003,False,0,0,1.0
A9ZSY2,False,0,0,3.0
Q8NBS3,False,0,0,1.0
Q96RD9,False,0,0,0.0
P06731,False,0,0,4.0
P53985,False,0,0,3.0
Q08ET2,False,0,0,1.0
Q5ABU7,False,0,0,4.0
Q9UBD6,False,0,0,4.0
J9VXM5,False,0,0,2.0
P50993,False,0,0,3.0
Q9SKN3,False,0,0,1.0
P55808,False,0,0,2.0
Q8H8C7,False,0,0,2.0
Q03064,False,0,0,3.0
O00934,False,0,0,4.0
Q9XUB9,False,0,0,4.0
P10870,False,0,0,1.0
P51170,False,0,0,2.0
Q6L8G1,False,0,0,1.0
Q9FFW5,False,0,0,0.0
Q8CG09,False,0,0,0.0
O81016,False,0,0,3.0
O54728,False,0,0,1.0
Q24418,False,0,0,4.0
P55926,False,0,0,3.0
P19440,False,0,0,4.0
P35367,False,0,0,2.0
C0LGK4,False,0,0,2.0
Q08245,False,0,0,1.0
Q75KU4,False,0,0,1.0
Q8VDZ4,False,0,0,3.0
Q94JG1,False,0,0,3.0
Q8CJ11,False,0,0,2.0
Q8CJ12,False,0,0,2.0
Q4W815,False,0,0,1.0
Q5DTY9,False,0,0,2.0
P30940,False,0,0,2.0
P26718,False,0,0,1.0
Q14003,False,0,0,3.0
P26432,False,0,0,2.0
Q75N73,False,0,0,4.0
Q9HCJ2,False,0,0,2.0
P36033,False,0,0,3.0
D3ZB51,False,0,0,1.0
Q61735,False,0,0,4.0
Q8CFE6,False,0,0,1.0
Q9M390,False,0,0,2.0
O76554,False,0,0,4.0
Q92887,False,0,0,0.0
Q94CE4,False,0,0,1.0
Q9MZS1,False,0,0,3.0
Q76LB1,False,0,0,2.0
P14384,False,0,0,2.0
P17659,False,0,0,3.0
P17658,False,0,0,3.0
Q9Y6X5,False,0,0,0.0
Q02284,False,0,0,2.0
Q86YR6,False,0,0,2.0
Q60484,False,0,0,2.0
O00421,False,0,0,4.0
Q96PJ5,False,0,0,0.0
F1MH24,False,0,0,3.0
Q7TSN2,False,0,0,0.0
Q2TAD5,False,0,0,4.0
Q9FKS8,False,0,0,2.0
P63094,False,0,0,3.0
Q30201,False,0,0,4.0
Q3U497,False,0,0,0.0
Q9LFX9,False,0,0,2.0
P51143,False,0,0,0.0
Q9LVN2,False,0,0,0.0
Q9ASS4,False,0,0,0.0
P93788,False,0,0,4.0
Q9MA83,False,0,0,1.0
P32246,False,0,0,4.0
P32249,False,0,0,2.0
Q801G2,False,0,0,1.0
Q0WYX8,False,0,0,1.0
Q9SMM5,False,0,0,2.0
Q1JV40,False,0,0,4.0
O35316,False,0,0,0.0
Q8QGH3,False,0,0,1.0
P0C5E2-2,False,0,0,0.0
Q9P1Z3,False,0,0,3.0
A6NFQ2-2,False,0,0,0.0
A1Z8N1,False,0,0,3.0
Q8GWW6,False,0,0,4.0
B1B213,False,0,0,1.0
G5EDW2,False,0,0,3.0
Q7TSP5,False,0,0,3.0
Q9LJF3,False,0,0,0.0
Q9XF59,False,0,0,3.0
Q9C8K2,False,0,0,1.0
P53885,False,0,0,2.0
Q9SWI1,False,0,0,2.0
Q9EPU5,False,0,0,0.0
Q39033,False,0,0,4.0
E9PZ19,False,0,0,1.0
P63137,False,0,0,1.0
O88575,False,0,0,0.0
Q6L568,False,0,0,2.0
Q9CAX3,False,0,0,4.0
Q9FG74,False,0,0,0.0
Q8N6Q3,False,0,0,0.0
Q9NRM0-2,False,0,0,3.0
P50077,False,0,0,2.0
Q1XA76,False,0,0,3.0
O48682,False,0,0,2.0
Q7Z6M3,False,0,0,1.0
P25621,False,0,0,0.0
Q9C5Y0,False,0,0,4.0
Q9JHZ9,False,0,0,1.0
Q9SFB0,False,0,0,4.0
P35462,False,0,0,2.0
Q6PE84,False,0,0,1.0
Q6PI78,False,0,0,1.0
O75509,False,0,0,0.0
Q3E8W4,False,0,0,0.0
Q8LPL2,False,0,0,2.0
P20353,False,0,0,3.0
Q8VIM4,False,0,0,2.0
Q9S7Z8,False,0,0,0.0
Q01896,False,0,0,2.0
C0LGP9,False,0,0,0.0
Q7M750,False,0,0,4.0
O60741,False,0,0,3.0
Q8MPP3,False,0,0,0.0
P47871,False,0,0,0.0
P13587,False,0,0,2.0
Q9D856,False,0,0,1.0
Q9FII5,False,0,0,0.0
Q12252,False,0,0,0.0
O13928,False,0,0,1.0
P23977,False,0,0,0.0
Q9NW15,False,0,0,2.0
Q8NAC3,False,0,0,1.0
Q8BNX7,False,0,0,4.0
P22732,False,0,0,3.0
P19156,False,0,0,3.0
Q63803,False,0,0,3.0
P48181,False,0,0,1.0
P48180,False,0,0,1.0
P13164,False,0,0,4.0
Q9VVT2,False,0,0,4.0
G3V8V5,False,0,0,2.0
P53226,False,0,0,2.0
Q9SQU2,False,0,0,4.0
C0LGS2,False,0,0,0.0
Q9UBL9,False,0,0,3.0
O23413,False,0,0,4.0
Q9GZY6,False,0,0,1.0
O64825,False,0,0,2.0
Q12466,False,0,0,2.0
Q5SSG8,False,0,0,4.0
P59889,False,0,0,0.0
Q8JZW5,False,0,0,1.0
Q99P47,False,0,0,0.0
Q91Y77,False,0,0,0.0
P51681,False,0,0,4.0
Q8IWV1,False,0,0,2.0
Q924B5,False,0,0,0.0
P25122,False,0,0,3.0
Q9LU77,False,0,0,0.0
Q9ERB5,False,0,0,3.0
Q96IZ2,False,0,0,4.0
O08604,False,0,0,4.0
B9DFG5,False,0,0,0.0
Q03193,False,0,0,1.0
P31649,False,0,0,0.0
P08909,False,0,0,2.0
P08908,False,0,0,2.0
P31646,False,0,0,0.0
Q07436,False,0,0,4.0
O22920,False,0,0,2.0
Q925P2,False,0,0,4.0
P54657,False,0,0,1.0
Q07651,False,0,0,1.0
Q9VWS4,False,0,0,2.0
D7SFH9,False,0,0,0.0
P34082-2,False,0,0,0.0
G3UVW3,False,0,0,1.0
Q9LSI9,False,0,0,0.0
Q64264,False,0,0,2.0
O43561,False,0,0,1.0
Q94EE4,False,0,0,2.0
Q9LX66,False,0,0,0.0
P09483,False,0,0,1.0
P32791,False,0,0,1.0
Q60943,False,0,0,4.0
Q8VYM2,False,0,0,1.0
Q13319,False,0,0,2.0
Q9FKW4,False,0,0,2.0
Q45R42,False,0,0,2.0
Q5GH77,False,0,0,4.0
Q18297,False,0,0,1.0
Q9ZUJ5,False,0,0,4.0
P50638,False,0,0,3.0
Q9M9V7,False,0,0,2.0
P38250,False,0,0,2.0
Q8R183,False,0,0,1.0
P90920,False,0,0,2.0
Q9LKW9,False,0,0,3.0
C4QM85,False,0,0,0.0
Q5A4M8,False,0,0,1.0
O82587,False,0,0,2.0
P0C5X8,False,0,0,0.0
Q9NSD5,False,0,0,0.0
O88420,False,0,0,3.0
P33766,False,0,0,4.0
Q401N2,False,0,0,4.0
P28334,False,0,0,2.0
P28335,False,0,0,2.0
P23291,False,0,0,3.0
P23292,False,0,0,3.0
P58418,False,0,0,1.0
Q86LG1,False,0,0,3.0
Q07800,False,0,0,3.0
P48764,False,0,0,2.0
O14804,False,0,0,2.0
Q8H1G6,False,0,0,0.0
Q9SYK0,False,0,0,4.0
B5X0E4,False,0,0,3.0
Q9NY25,False,0,0,3.0
Q6PP77,False,0,0,4.0
Q9ZPS9,False,0,0,0.0
P18581,False,0,0,0.0
P54144,False,0,0,1.0
Q06991,False,0,0,2.0
P30639,False,0,0,4.0
P11169,False,0,0,3.0
P63161,False,0,0,4.0
Q9LK35,False,0,0,0.0
Q91VH1,False,0,0,1.0
Q8TF71,False,0,0,0.0
P08510,False,0,0,3.0
Q9MAB9,False,0,0,0.0
P49145,False,0,0,2.0
Q9NWF4,False,0,0,0.0
P43298,False,0,0,0.0
Q6PHW0,False,0,0,2.0
P40528,False,0,0,4.0
P53217,False,0,0,2.0
P15530,False,0,0,0.0
Q9JM15,False,0,0,1.0
Q9N2J4,False,0,0,3.0
O14654,False,0,0,1.0
Q9QUK6,False,0,0,3.0
O04034,False,0,0,1.0
Q9QXP0,False,0,0,4.0
Q9HC97,False,0,0,4.0
O14239,False,0,0,3.0
Q7T3R4,False,0,0,4.0
O60669,False,0,0,3.0
P58295,False,0,0,0.0
C6KFA3,False,0,0,1.0
Q9SV84,False,0,0,3.0
Q61327,False,0,0,0.0
Q8TDS4,False,0,0,4.0
Q6YZF3,False,0,0,2.0
O59740,False,0,0,4.0
P31809,False,0,0,4.0
P43606,False,0,0,2.0
P54244,False,0,0,4.0
Q9XI72,False,0,0,4.0
Q7Z418,False,0,0,1.0
Q9XIE2,False,0,0,3.0
Q60EN8,False,0,0,2.0
Q91ZU9,False,0,0,4.0
P20905,False,0,0,2.0
Q8CFW1,False,0,0,3.0
P33533,False,0,0,4.0
P33534,False,0,0,4.0
Q9NRD9,False,0,0,2.0
Q08722,False,0,0,4.0
A2ARI4,False,0,0,2.0
Q9AUE0,False,0,0,3.0
Q90240,False,0,0,2.0
O35174,False,0,0,3.0
Q9Y2C5,False,0,0,2.0
P26362,False,0,0,4.0
O81905,False,0,0,0.0
Q10133,False,0,0,1.0
P97689,False,0,0,1.0
C8V329,False,0,0,3.0
Q9WTY4,False,0,0,3.0
P53988,False,0,0,3.0
Q09143,False,0,0,0.0
G5EBR3,False,0,0,1.0
Q9H6D3,False,0,0,1.0
Q9NQ90,False,0,0,3.0
Q6UWR7,False,0,0,0.0
O49696,False,0,0,2.0
Q6UXZ3,False,0,0,0.0
Q01453,False,0,0,2.0
C0LGU0,False,0,0,0.0
Q9M1E2,False,0,0,2.0
Q24372,False,0,0,4.0
P16581,False,0,0,3.0
P18434,False,0,0,0.0
Q8K211,False,0,0,4.0
Q9LSE1,False,0,0,0.0
P19024,False,0,0,3.0
Q9FFT2,False,0,0,1.0
P47735,False,0,0,0.0
P42287,False,0,0,2.0
Q24008,False,0,0,3.0
O95264,False,0,0,1.0
C0LGN2,False,0,0,0.0
P10644,False,0,0,1.0
Q9M6N7,False,0,0,2.0
P31389,False,0,0,2.0
Q8VGC3,False,0,0,4.0
Q9GL65,False,0,0,3.0
Q8WWT9,False,0,0,4.0
Q9H5Y7,False,0,0,2.0
Q9XIC7,False,0,0,0.0
Q9VJN5,False,0,0,4.0
Q9SZ11,False,0,0,0.0
Q05659,False,0,0,3.0
P35436,False,0,0,3.0
O44783,False,0,0,3.0
A8R7E6,False,0,0,0.0
P63010,False,0,0,2.0
Q9WVT0,False,0,0,3.0
Q9VNB5,False,0,0,1.0
Q8L7R5,False,0,0,1.0
Q9H2H9,False,0,0,1.0
Q9ESC1,False,0,0,3.0
Q8NFA2-3,False,0,0,2.0
O14842,False,0,0,0.0
Q21929,False,0,0,0.0
P36021,False,0,0,0.0
Q9FGS5,False,0,0,3.0
Q3EBY6,False,0,0,4.0
P36027,False,0,0,0.0
P27922,False,0,0,0.0
O02351,False,0,0,4.0
Q9SCT4,False,0,0,0.0
Q2R3P9,False,0,0,2.0
Q7K4Y6,False,0,0,0.0
Q9Y345,False,0,0,0.0
Q9WTU3,False,0,0,3.0
Q5T3U5,False,0,0,0.0
F4I1H5,False,0,0,4.0
Q9M817,False,0,0,2.0
O95867,False,0,0,0.0
Q38890,False,0,0,4.0
Q08417,False,0,0,3.0
Q8H157,False,0,0,2.0
P38360,False,0,0,0.0
P47002,False,0,0,2.0
O15146,False,0,0,2.0
Q9JHE3,False,0,0,2.0
Q16832,False,0,0,2.0
Q8MKK4,False,0,0,3.0
P33302,False,0,0,3.0
P37091,False,0,0,2.0
Q96KK3,False,0,0,3.0
Q6PEY1,False,0,0,1.0
Q01959,False,0,0,0.0
Q9JM59,False,0,0,2.0
Q5H943,False,0,0,1.0
Q8N4T4,False,0,0,0.0
P35374,False,0,0,4.0
Q86WB7,False,0,0,2.0
Q92854,False,0,0,0.0
Q8L9B5,False,0,0,4.0
Q8BJ52,False,0,0,1.0
Q6WVG3,False,0,0,2.0
P51865,False,0,0,0.0
Q9HBA0-5,False,0,0,3.0
Q21219,False,0,0,2.0
P50080,False,0,0,4.0
B1ATG9,False,0,0,4.0
P46720,False,0,0,3.0
P46101,False,0,0,2.0
O82811,False,0,0,3.0
Q9QZE9,False,0,0,4.0
Q3E756,False,0,0,1.0
P08646,False,0,0,1.0
P21462,False,0,0,4.0
